train_fraction,split_method,group_column,split,reaction_id,group_value
0.01,random,,valid,reactions_621,
0.01,random,,valid,reactions_902,
0.01,random,,valid,reactions_3797,
0.01,random,,valid,reactions_3590,
0.01,random,,valid,reactions_1878,
0.01,random,,valid,reactions_2138,
0.01,random,,valid,reactions_795,
0.01,random,,valid,reactions_3945,
0.01,random,,valid,reactions_3716,
0.01,random,,valid,reactions_2840,
0.01,random,,valid,reactions_606,
0.01,random,,valid,reactions_3394,
0.01,random,,valid,reactions_2001,
0.01,random,,valid,reactions_1557,
0.01,random,,valid,reactions_156,
0.01,random,,valid,reactions_3010,
0.01,random,,valid,reactions_991,
0.01,random,,valid,reactions_272,
0.01,random,,valid,reactions_3758,
0.01,random,,valid,reactions_2736,
0.01,random,,valid,reactions_3721,
0.01,random,,valid,reactions_2352,
0.01,random,,valid,reactions_2974,
0.01,random,,valid,reactions_184,
0.01,random,,valid,reactions_2701,
0.01,random,,valid,reactions_2513,
0.01,random,,valid,reactions_479,
0.01,random,,valid,reactions_1449,
0.01,random,,valid,reactions_715,
0.01,random,,valid,reactions_578,
0.01,random,,valid,reactions_3938,
0.01,random,,valid,reactions_125,
0.01,random,,valid,reactions_60,
0.01,random,,valid,reactions_376,
0.01,random,,valid,reactions_2103,
0.01,random,,valid,reactions_1579,
0.01,random,,valid,reactions_2047,
0.01,random,,valid,reactions_483,
0.01,random,,valid,reactions_3055,
0.01,random,,valid,reactions_709,
0.01,random,,valid,reactions_1234,
0.01,random,,valid,reactions_577,
0.01,random,,valid,reactions_3759,
0.01,random,,valid,reactions_3436,
0.01,random,,valid,reactions_904,
0.01,random,,valid,reactions_598,
0.01,random,,valid,reactions_3012,
0.01,random,,valid,reactions_1577,
0.01,random,,valid,reactions_3927,
0.01,random,,valid,reactions_833,
0.01,random,,valid,reactions_2807,
0.01,random,,valid,reactions_3247,
0.01,random,,valid,reactions_1550,
0.01,random,,valid,reactions_3523,
0.01,random,,valid,reactions_645,
0.01,random,,valid,reactions_585,
0.01,random,,valid,reactions_651,
0.01,random,,valid,reactions_2682,
0.01,random,,valid,reactions_2095,
0.01,random,,valid,reactions_1083,
0.01,random,,valid,reactions_1721,
0.01,random,,valid,reactions_566,
0.01,random,,valid,reactions_1718,
0.01,random,,valid,reactions_1570,
0.01,random,,valid,reactions_1051,
0.01,random,,valid,reactions_2210,
0.01,random,,valid,reactions_2992,
0.01,random,,valid,reactions_2719,
0.01,random,,valid,reactions_3842,
0.01,random,,valid,reactions_3241,
0.01,random,,valid,reactions_400,
0.01,random,,valid,reactions_2761,
0.01,random,,valid,reactions_3245,
0.01,random,,valid,reactions_3477,
0.01,random,,valid,reactions_888,
0.01,random,,valid,reactions_38,
0.01,random,,valid,reactions_2862,
0.01,random,,valid,reactions_1828,
0.01,random,,valid,reactions_3217,
0.01,random,,valid,reactions_1757,
0.01,random,,valid,reactions_2461,
0.01,random,,valid,reactions_3509,
0.01,random,,valid,reactions_2237,
0.01,random,,valid,reactions_138,
0.01,random,,valid,reactions_617,
0.01,random,,valid,reactions_1746,
0.01,random,,valid,reactions_1016,
0.01,random,,valid,reactions_3500,
0.01,random,,valid,reactions_2275,
0.01,random,,valid,reactions_3921,
0.01,random,,valid,reactions_2314,
0.01,random,,valid,reactions_1737,
0.01,random,,valid,reactions_3342,
0.01,random,,valid,reactions_3658,
0.01,random,,valid,reactions_528,
0.01,random,,valid,reactions_352,
0.01,random,,valid,reactions_1199,
0.01,random,,valid,reactions_1516,
0.01,random,,valid,reactions_206,
0.01,random,,valid,reactions_1180,
0.01,random,,valid,reactions_1595,
0.01,random,,valid,reactions_3001,
0.01,random,,valid,reactions_560,
0.01,random,,valid,reactions_3222,
0.01,random,,valid,reactions_1532,
0.01,random,,valid,reactions_571,
0.01,random,,valid,reactions_2673,
0.01,random,,valid,reactions_212,
0.01,random,,valid,reactions_1953,
0.01,random,,valid,reactions_3795,
0.01,random,,valid,reactions_2052,
0.01,random,,valid,reactions_3782,
0.01,random,,valid,reactions_3595,
0.01,random,,valid,reactions_1729,
0.01,random,,valid,reactions_1943,
0.01,random,,valid,reactions_3617,
0.01,random,,valid,reactions_1617,
0.01,random,,valid,reactions_1120,
0.01,random,,valid,reactions_2980,
0.01,random,,valid,reactions_1382,
0.01,random,,valid,reactions_2487,
0.01,random,,valid,reactions_2788,
0.01,random,,valid,reactions_2874,
0.01,random,,valid,reactions_3264,
0.01,random,,valid,reactions_346,
0.01,random,,valid,reactions_3329,
0.01,random,,valid,reactions_1951,
0.01,random,,valid,reactions_2694,
0.01,random,,valid,reactions_788,
0.01,random,,valid,reactions_146,
0.01,random,,valid,reactions_3069,
0.01,random,,valid,reactions_3691,
0.01,random,,valid,reactions_3571,
0.01,random,,valid,reactions_489,
0.01,random,,valid,reactions_563,
0.01,random,,valid,reactions_1115,
0.01,random,,valid,reactions_3437,
0.01,random,,valid,reactions_1466,
0.01,random,,valid,reactions_1794,
0.01,random,,valid,reactions_2633,
0.01,random,,valid,reactions_2157,
0.01,random,,valid,reactions_2453,
0.01,random,,valid,reactions_1971,
0.01,random,,valid,reactions_1363,
0.01,random,,valid,reactions_1093,
0.01,random,,valid,reactions_252,
0.01,random,,valid,reactions_985,
0.01,random,,valid,reactions_967,
0.01,random,,valid,reactions_2107,
0.01,random,,valid,reactions_3616,
0.01,random,,valid,reactions_3556,
0.01,random,,valid,reactions_691,
0.01,random,,valid,reactions_1734,
0.01,random,,valid,reactions_668,
0.01,random,,valid,reactions_288,
0.01,random,,valid,reactions_3768,
0.01,random,,valid,reactions_2781,
0.01,random,,valid,reactions_3248,
0.01,random,,valid,reactions_546,
0.01,random,,valid,reactions_3267,
0.01,random,,valid,reactions_2216,
0.01,random,,valid,reactions_161,
0.01,random,,valid,reactions_2660,
0.01,random,,valid,reactions_3589,
0.01,random,,valid,reactions_3807,
0.01,random,,valid,reactions_808,
0.01,random,,valid,reactions_59,
0.01,random,,valid,reactions_463,
0.01,random,,valid,reactions_2971,
0.01,random,,valid,reactions_1803,
0.01,random,,valid,reactions_1350,
0.01,random,,valid,reactions_1580,
0.01,random,,valid,reactions_262,
0.01,random,,valid,reactions_399,
0.01,random,,valid,reactions_3689,
0.01,random,,valid,reactions_191,
0.01,random,,valid,reactions_765,
0.01,random,,valid,reactions_2610,
0.01,random,,valid,reactions_2624,
0.01,random,,valid,reactions_460,
0.01,random,,valid,reactions_3576,
0.01,random,,valid,reactions_3068,
0.01,random,,valid,reactions_163,
0.01,random,,valid,reactions_2854,
0.01,random,,valid,reactions_2686,
0.01,random,,valid,reactions_2472,
0.01,random,,valid,reactions_504,
0.01,random,,valid,reactions_1260,
0.01,random,,valid,reactions_1024,
0.01,random,,valid,reactions_2329,
0.01,random,,valid,reactions_3722,
0.01,random,,valid,reactions_3115,
0.01,random,,valid,reactions_2148,
0.01,random,,valid,reactions_3926,
0.01,random,,valid,reactions_1318,
0.01,random,,valid,reactions_3536,
0.01,random,,valid,reactions_2918,
0.01,random,,valid,reactions_2904,
0.01,random,,valid,reactions_2227,
0.01,random,,valid,reactions_1541,
0.01,random,,valid,reactions_1810,
0.01,random,,valid,reactions_3932,
0.01,random,,valid,reactions_367,
0.01,random,,valid,reactions_1862,
0.01,random,,valid,reactions_1254,
0.01,random,,valid,reactions_1378,
0.01,random,,valid,reactions_1733,
0.01,random,,valid,reactions_708,
0.01,random,,valid,reactions_1837,
0.01,random,,valid,reactions_2133,
0.01,random,,valid,reactions_2710,
0.01,random,,valid,reactions_3918,
0.01,random,,valid,reactions_2608,
0.01,random,,valid,reactions_3941,
0.01,random,,valid,reactions_2938,
0.01,random,,valid,reactions_2408,
0.01,random,,valid,reactions_3162,
0.01,random,,valid,reactions_3355,
0.01,random,,valid,reactions_2571,
0.01,random,,valid,reactions_2819,
0.01,random,,valid,reactions_439,
0.01,random,,valid,reactions_3233,
0.01,random,,valid,reactions_3147,
0.01,random,,valid,reactions_3506,
0.01,random,,valid,reactions_3387,
0.01,random,,valid,reactions_2249,
0.01,random,,valid,reactions_1276,
0.01,random,,valid,reactions_2306,
0.01,random,,valid,reactions_1066,
0.01,random,,valid,reactions_806,
0.01,random,,valid,reactions_296,
0.01,random,,valid,reactions_747,
0.01,random,,valid,reactions_424,
0.01,random,,valid,reactions_119,
0.01,random,,valid,reactions_3410,
0.01,random,,valid,reactions_3468,
0.01,random,,valid,reactions_1843,
0.01,random,,valid,reactions_3130,
0.01,random,,valid,reactions_2264,
0.01,random,,valid,reactions_3725,
0.01,random,,valid,reactions_1554,
0.01,random,,valid,reactions_55,
0.01,random,,valid,reactions_3638,
0.01,random,,valid,reactions_2062,
0.01,random,,valid,reactions_1215,
0.01,random,,valid,reactions_1295,
0.01,random,,valid,reactions_1239,
0.01,random,,valid,reactions_447,
0.01,random,,valid,reactions_1309,
0.01,random,,valid,reactions_782,
0.01,random,,valid,reactions_3515,
0.01,random,,valid,reactions_2424,
0.01,random,,valid,reactions_1124,
0.01,random,,valid,reactions_2188,
0.01,random,,valid,reactions_2687,
0.01,random,,valid,reactions_398,
0.01,random,,valid,reactions_2012,
0.01,random,,valid,reactions_963,
0.01,random,,valid,reactions_321,
0.01,random,,valid,reactions_2295,
0.01,random,,valid,reactions_3096,
0.01,random,,valid,reactions_2240,
0.01,random,,valid,reactions_265,
0.01,random,,valid,reactions_3813,
0.01,random,,valid,reactions_2514,
0.01,random,,valid,reactions_3849,
0.01,random,,valid,reactions_3496,
0.01,random,,valid,reactions_3507,
0.01,random,,valid,reactions_3327,
0.01,random,,valid,reactions_2744,
0.01,random,,valid,reactions_326,
0.01,random,,valid,reactions_1942,
0.01,random,,valid,reactions_2530,
0.01,random,,valid,reactions_3838,
0.01,random,,valid,reactions_1545,
0.01,random,,valid,reactions_931,
0.01,random,,valid,reactions_1287,
0.01,random,,valid,reactions_3009,
0.01,random,,valid,reactions_2291,
0.01,random,,valid,reactions_1670,
0.01,random,,valid,reactions_2855,
0.01,random,,valid,reactions_2646,
0.01,random,,valid,reactions_3489,
0.01,random,,valid,reactions_2829,
0.01,random,,valid,reactions_1776,
0.01,random,,valid,reactions_988,
0.01,random,,valid,reactions_516,
0.01,random,,valid,reactions_2643,
0.01,random,,valid,reactions_3537,
0.01,random,,valid,reactions_3530,
0.01,random,,valid,reactions_2043,
0.01,random,,valid,reactions_1128,
0.01,random,,valid,reactions_415,
0.01,random,,valid,reactions_1352,
0.01,random,,valid,reactions_3177,
0.01,random,,valid,reactions_2154,
0.01,random,,valid,reactions_916,
0.01,random,,valid,reactions_1747,
0.01,random,,valid,reactions_486,
0.01,random,,valid,reactions_3791,
0.01,random,,valid,reactions_2492,
0.01,random,,valid,reactions_2259,
0.01,random,,valid,reactions_3834,
0.01,random,,valid,reactions_3104,
0.01,random,,valid,reactions_939,
0.01,random,,valid,reactions_2276,
0.01,random,,valid,reactions_2432,
0.01,random,,valid,reactions_1279,
0.01,random,,valid,reactions_887,
0.01,random,,valid,reactions_1042,
0.01,random,,valid,reactions_3004,
0.01,random,,valid,reactions_3097,
0.01,random,,valid,reactions_1950,
0.01,random,,valid,reactions_356,
0.01,random,,valid,reactions_3301,
0.01,random,,valid,reactions_1403,
0.01,random,,valid,reactions_271,
0.01,random,,valid,reactions_837,
0.01,random,,valid,reactions_927,
0.01,random,,valid,reactions_2617,
0.01,random,,valid,reactions_2509,
0.01,random,,valid,reactions_2758,
0.01,random,,valid,reactions_2068,
0.01,random,,valid,reactions_1187,
0.01,random,,valid,reactions_2065,
0.01,random,,valid,reactions_1090,
0.01,random,,valid,reactions_2357,
0.01,random,,valid,reactions_3359,
0.01,random,,valid,reactions_3398,
0.01,random,,valid,reactions_2122,
0.01,random,,valid,reactions_1100,
0.01,random,,valid,reactions_53,
0.01,random,,test,reactions_1553,
0.01,random,,test,reactions_1397,
0.01,random,,test,reactions_3058,
0.01,random,,test,reactions_3928,
0.01,random,,test,reactions_2782,
0.01,random,,test,reactions_1308,
0.01,random,,test,reactions_2935,
0.01,random,,test,reactions_1968,
0.01,random,,test,reactions_3858,
0.01,random,,test,reactions_1698,
0.01,random,,test,reactions_2864,
0.01,random,,test,reactions_2623,
0.01,random,,test,reactions_457,
0.01,random,,test,reactions_3614,
0.01,random,,test,reactions_2515,
0.01,random,,test,reactions_2707,
0.01,random,,test,reactions_3597,
0.01,random,,test,reactions_1174,
0.01,random,,test,reactions_1052,
0.01,random,,test,reactions_2298,
0.01,random,,test,reactions_1916,
0.01,random,,test,reactions_831,
0.01,random,,test,reactions_779,
0.01,random,,test,reactions_1317,
0.01,random,,test,reactions_3550,
0.01,random,,test,reactions_3338,
0.01,random,,test,reactions_228,
0.01,random,,test,reactions_248,
0.01,random,,test,reactions_2477,
0.01,random,,test,reactions_2770,
0.01,random,,test,reactions_1253,
0.01,random,,test,reactions_3610,
0.01,random,,test,reactions_1680,
0.01,random,,test,reactions_2219,
0.01,random,,test,reactions_1825,
0.01,random,,test,reactions_295,
0.01,random,,test,reactions_1047,
0.01,random,,test,reactions_3283,
0.01,random,,test,reactions_2799,
0.01,random,,test,reactions_90,
0.01,random,,test,reactions_662,
0.01,random,,test,reactions_1912,
0.01,random,,test,reactions_3221,
0.01,random,,test,reactions_3558,
0.01,random,,test,reactions_3269,
0.01,random,,test,reactions_2718,
0.01,random,,test,reactions_1159,
0.01,random,,test,reactions_1970,
0.01,random,,test,reactions_2573,
0.01,random,,test,reactions_2158,
0.01,random,,test,reactions_3140,
0.01,random,,test,reactions_495,
0.01,random,,test,reactions_2901,
0.01,random,,test,reactions_3812,
0.01,random,,test,reactions_2546,
0.01,random,,test,reactions_1738,
0.01,random,,test,reactions_3250,
0.01,random,,test,reactions_2883,
0.01,random,,test,reactions_2847,
0.01,random,,test,reactions_2568,
0.01,random,,test,reactions_2649,
0.01,random,,test,reactions_1650,
0.01,random,,test,reactions_3210,
0.01,random,,test,reactions_1562,
0.01,random,,test,reactions_605,
0.01,random,,test,reactions_817,
0.01,random,,test,reactions_2407,
0.01,random,,test,reactions_3796,
0.01,random,,test,reactions_1514,
0.01,random,,test,reactions_810,
0.01,random,,test,reactions_1881,
0.01,random,,test,reactions_3306,
0.01,random,,test,reactions_3182,
0.01,random,,test,reactions_3369,
0.01,random,,test,reactions_868,
0.01,random,,test,reactions_3485,
0.01,random,,test,reactions_1316,
0.01,random,,test,reactions_2230,
0.01,random,,test,reactions_3670,
0.01,random,,test,reactions_1897,
0.01,random,,test,reactions_2636,
0.01,random,,test,reactions_1787,
0.01,random,,test,reactions_2171,
0.01,random,,test,reactions_949,
0.01,random,,test,reactions_3478,
0.01,random,,test,reactions_392,
0.01,random,,test,reactions_2214,
0.01,random,,test,reactions_2498,
0.01,random,,test,reactions_3420,
0.01,random,,test,reactions_839,
0.01,random,,test,reactions_3282,
0.01,random,,test,reactions_402,
0.01,random,,test,reactions_2045,
0.01,random,,test,reactions_3546,
0.01,random,,test,reactions_1902,
0.01,random,,test,reactions_150,
0.01,random,,test,reactions_2943,
0.01,random,,test,reactions_3915,
0.01,random,,test,reactions_3143,
0.01,random,,test,reactions_1280,
0.01,random,,test,reactions_2086,
0.01,random,,test,reactions_429,
0.01,random,,test,reactions_1743,
0.01,random,,test,reactions_3067,
0.01,random,,test,reactions_2615,
0.01,random,,test,reactions_2818,
0.01,random,,test,reactions_3391,
0.01,random,,test,reactions_950,
0.01,random,,test,reactions_14,
0.01,random,,test,reactions_3395,
0.01,random,,test,reactions_1886,
0.01,random,,test,reactions_2776,
0.01,random,,test,reactions_3628,
0.01,random,,test,reactions_3608,
0.01,random,,test,reactions_1183,
0.01,random,,test,reactions_2848,
0.01,random,,test,reactions_96,
0.01,random,,test,reactions_2895,
0.01,random,,test,reactions_2397,
0.01,random,,test,reactions_2536,
0.01,random,,test,reactions_1200,
0.01,random,,test,reactions_1366,
0.01,random,,test,reactions_1118,
0.01,random,,test,reactions_1211,
0.01,random,,test,reactions_2549,
0.01,random,,test,reactions_3057,
0.01,random,,test,reactions_1288,
0.01,random,,test,reactions_2460,
0.01,random,,test,reactions_1282,
0.01,random,,test,reactions_1057,
0.01,random,,test,reactions_2365,
0.01,random,,test,reactions_2300,
0.01,random,,test,reactions_1008,
0.01,random,,test,reactions_3285,
0.01,random,,test,reactions_3711,
0.01,random,,test,reactions_3673,
0.01,random,,test,reactions_1531,
0.01,random,,test,reactions_3151,
0.01,random,,test,reactions_3313,
0.01,random,,test,reactions_845,
0.01,random,,test,reactions_761,
0.01,random,,test,reactions_2002,
0.01,random,,test,reactions_2425,
0.01,random,,test,reactions_3287,
0.01,random,,test,reactions_1574,
0.01,random,,test,reactions_1443,
0.01,random,,test,reactions_1955,
0.01,random,,test,reactions_3136,
0.01,random,,test,reactions_2319,
0.01,random,,test,reactions_3086,
0.01,random,,test,reactions_987,
0.01,random,,test,reactions_2837,
0.01,random,,test,reactions_1952,
0.01,random,,test,reactions_3565,
0.01,random,,test,reactions_162,
0.01,random,,test,reactions_2441,
0.01,random,,test,reactions_1241,
0.01,random,,test,reactions_2256,
0.01,random,,test,reactions_1631,
0.01,random,,test,reactions_3185,
0.01,random,,test,reactions_2556,
0.01,random,,test,reactions_1043,
0.01,random,,test,reactions_2714,
0.01,random,,test,reactions_2572,
0.01,random,,test,reactions_1182,
0.01,random,,test,reactions_894,
0.01,random,,test,reactions_2254,
0.01,random,,test,reactions_2384,
0.01,random,,test,reactions_459,
0.01,random,,test,reactions_3296,
0.01,random,,test,reactions_77,
0.01,random,,test,reactions_1603,
0.01,random,,test,reactions_1546,
0.01,random,,test,reactions_2411,
0.01,random,,test,reactions_3350,
0.01,random,,test,reactions_1535,
0.01,random,,test,reactions_1596,
0.01,random,,test,reactions_3874,
0.01,random,,test,reactions_2456,
0.01,random,,test,reactions_3882,
0.01,random,,test,reactions_3442,
0.01,random,,test,reactions_3026,
0.01,random,,test,reactions_1029,
0.01,random,,test,reactions_3167,
0.01,random,,test,reactions_2609,
0.01,random,,test,reactions_1506,
0.01,random,,test,reactions_500,
0.01,random,,test,reactions_324,
0.01,random,,test,reactions_94,
0.01,random,,test,reactions_863,
0.01,random,,test,reactions_3888,
0.01,random,,test,reactions_1023,
0.01,random,,test,reactions_1364,
0.01,random,,test,reactions_841,
0.01,random,,test,reactions_2812,
0.01,random,,test,reactions_1414,
0.01,random,,test,reactions_3470,
0.01,random,,test,reactions_565,
0.01,random,,test,reactions_2081,
0.01,random,,test,reactions_3459,
0.01,random,,test,reactions_365,
0.01,random,,test,reactions_2716,
0.01,random,,test,reactions_3526,
0.01,random,,test,reactions_441,
0.01,random,,test,reactions_3713,
0.01,random,,test,reactions_634,
0.01,random,,test,reactions_3300,
0.01,random,,test,reactions_1394,
0.01,random,,test,reactions_643,
0.01,random,,test,reactions_1901,
0.01,random,,test,reactions_2465,
0.01,random,,test,reactions_2501,
0.01,random,,test,reactions_82,
0.01,random,,test,reactions_3909,
0.01,random,,test,reactions_821,
0.01,random,,test,reactions_433,
0.01,random,,test,reactions_1395,
0.01,random,,test,reactions_2360,
0.01,random,,test,reactions_2922,
0.01,random,,test,reactions_451,
0.01,random,,test,reactions_3125,
0.01,random,,test,reactions_1611,
0.01,random,,test,reactions_3415,
0.01,random,,test,reactions_1565,
0.01,random,,test,reactions_3340,
0.01,random,,test,reactions_722,
0.01,random,,test,reactions_2155,
0.01,random,,test,reactions_1147,
0.01,random,,test,reactions_2937,
0.01,random,,test,reactions_1421,
0.01,random,,test,reactions_3949,
0.01,random,,test,reactions_534,
0.01,random,,test,reactions_2779,
0.01,random,,test,reactions_1409,
0.01,random,,test,reactions_106,
0.01,random,,test,reactions_2315,
0.01,random,,test,reactions_1372,
0.01,random,,test,reactions_3263,
0.01,random,,test,reactions_3815,
0.01,random,,test,reactions_979,
0.01,random,,test,reactions_3801,
0.01,random,,test,reactions_2088,
0.01,random,,test,reactions_340,
0.01,random,,test,reactions_962,
0.01,random,,test,reactions_3261,
0.01,random,,test,reactions_3476,
0.01,random,,test,reactions_526,
0.01,random,,test,reactions_2238,
0.01,random,,test,reactions_3160,
0.01,random,,test,reactions_733,
0.01,random,,test,reactions_1508,
0.01,random,,test,reactions_6,
0.01,random,,test,reactions_1622,
0.01,random,,test,reactions_3772,
0.01,random,,test,reactions_3505,
0.01,random,,test,reactions_443,
0.01,random,,test,reactions_1354,
0.01,random,,test,reactions_862,
0.01,random,,test,reactions_1410,
0.01,random,,test,reactions_1357,
0.01,random,,test,reactions_1384,
0.01,random,,test,reactions_3663,
0.01,random,,test,reactions_1529,
0.01,random,,test,reactions_1325,
0.01,random,,test,reactions_3448,
0.01,random,,test,reactions_2927,
0.01,random,,test,reactions_3187,
0.01,random,,test,reactions_1195,
0.01,random,,test,reactions_852,
0.01,random,,test,reactions_3196,
0.01,random,,test,reactions_302,
0.01,random,,test,reactions_3688,
0.01,random,,test,reactions_1627,
0.01,random,,test,reactions_1736,
0.01,random,,test,reactions_1811,
0.01,random,,test,reactions_2036,
0.01,random,,test,reactions_64,
0.01,random,,test,reactions_1533,
0.01,random,,test,reactions_719,
0.01,random,,test,reactions_1624,
0.01,random,,test,reactions_1246,
0.01,random,,test,reactions_999,
0.01,random,,test,reactions_1993,
0.01,random,,test,reactions_2703,
0.01,random,,test,reactions_3184,
0.01,random,,test,reactions_1500,
0.01,random,,test,reactions_1509,
0.01,random,,test,reactions_2378,
0.01,random,,test,reactions_280,
0.01,random,,test,reactions_278,
0.01,random,,test,reactions_2968,
0.01,random,,test,reactions_350,
0.01,random,,test,reactions_2016,
0.01,random,,test,reactions_3912,
0.01,random,,test,reactions_1212,
0.01,random,,test,reactions_66,
0.01,random,,test,reactions_50,
0.01,random,,test,reactions_3684,
0.01,random,,test,reactions_3656,
0.01,random,,test,reactions_3142,
0.01,random,,test,reactions_411,
0.01,random,,test,reactions_690,
0.01,random,,test,reactions_1662,
0.01,random,,test,reactions_2226,
0.01,random,,test,reactions_3809,
0.01,random,,test,reactions_535,
0.01,random,,test,reactions_2166,
0.01,random,,test,reactions_3659,
0.01,random,,test,reactions_2421,
0.01,random,,test,reactions_3083,
0.01,random,,test,reactions_2677,
0.01,random,,test,reactions_2870,
0.01,random,,test,reactions_670,
0.01,random,,test,reactions_2112,
0.01,random,,test,reactions_736,
0.01,random,,test,reactions_3000,
0.01,random,,test,reactions_1525,
0.01,random,,test,reactions_3074,
0.01,random,,test,reactions_43,
0.01,random,,test,reactions_1659,
0.01,random,,test,reactions_3602,
0.01,random,,test,reactions_168,
0.01,random,,test,reactions_2858,
0.01,random,,test,reactions_3149,
0.01,random,,test,reactions_2362,
0.01,random,,test,reactions_2345,
0.01,random,,test,reactions_1527,
0.01,random,,test,reactions_491,
0.01,random,,test,reactions_3793,
0.01,random,,test,reactions_2592,
0.01,random,,test,reactions_642,
0.01,random,,test,reactions_291,
0.01,random,,test,reactions_2666,
0.01,random,,test,reactions_3363,
0.01,random,,test,reactions_1988,
0.01,random,,test,reactions_2828,
0.01,random,,test,reactions_2959,
0.01,random,,test,reactions_2261,
0.01,random,,test,reactions_3028,
0.01,random,,test,reactions_556,
0.01,random,,test,reactions_1059,
0.01,random,,test,reactions_2721,
0.01,random,,test,reactions_2366,
0.01,random,,test,reactions_1082,
0.01,random,,test,reactions_1816,
0.01,random,,test,reactions_536,
0.01,random,,test,reactions_1957,
0.01,random,,test,reactions_1297,
0.01,random,,test,reactions_1040,
0.01,random,,test,reactions_2481,
0.01,random,,test,reactions_1528,
0.01,random,,test,reactions_829,
0.01,random,,test,reactions_2670,
0.01,random,,test,reactions_1162,
0.01,random,,test,reactions_1727,
0.01,random,,test,reactions_2336,
0.01,random,,test,reactions_2500,
0.01,random,,test,reactions_1014,
0.01,random,,test,reactions_529,
0.01,random,,test,reactions_2349,
0.01,random,,test,reactions_753,
0.01,random,,test,reactions_2671,
0.01,random,,test,reactions_996,
0.01,random,,test,reactions_1220,
0.01,random,,test,reactions_2083,
0.01,random,,test,reactions_287,
0.01,random,,test,reactions_315,
0.01,random,,test,reactions_1995,
0.01,random,,test,reactions_3620,
0.01,random,,test,reactions_334,
0.01,random,,test,reactions_183,
0.01,random,,test,reactions_2098,
0.01,random,,test,reactions_3591,
0.01,random,,test,reactions_2151,
0.01,random,,test,reactions_688,
0.01,random,,test,reactions_3724,
0.01,random,,test,reactions_42,
0.01,random,,test,reactions_3626,
0.01,random,,test,reactions_3439,
0.01,random,,test,reactions_3607,
0.01,random,,test,reactions_276,
0.01,random,,test,reactions_676,
