train_fraction,split_method,group_column,heldout_group_value,split,reaction_id,group_value
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_1187,CCc1ccc(Cl)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_1228,Cc1ccc(N)cc1.FC(F)(F)c1ccc(I)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_3468,CCc1ccc(Br)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_2401,COc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_733,Cc1ccc(N)cc1.FC(F)(F)c1ccc(I)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_2650,Cc1ccc(N)cc1.Ic1cccnc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_3721,COc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_3663,CCc1ccc(Br)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_620,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_3875,Cc1ccc(N)cc1.Clc1ccccn1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_984,Brc1cccnc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_1965,COc1ccc(Br)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_3892,Cc1ccc(N)cc1.Ic1ccccn1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_2732,CCc1ccc(Cl)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_708,CCc1ccc(Br)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_3419,COc1ccc(Cl)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_1537,Cc1ccc(N)cc1.Ic1ccccn1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_534,Cc1ccc(N)cc1.Clc1ccccn1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_3155,Cc1ccc(N)cc1.Clc1ccccn1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_2228,Cc1ccc(N)cc1.Clc1cccnc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_2682,Cc1ccc(N)cc1.FC(F)(F)c1ccc(Br)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_2032,Cc1ccc(N)cc1.Ic1ccccn1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_3699,Brc1cccnc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_2761,COc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_2870,Cc1ccc(N)cc1.Clc1ccccn1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_926,Cc1ccc(N)cc1.FC(F)(F)c1ccc(Cl)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_3299,COc1ccc(Cl)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_3260,Cc1ccc(N)cc1.Clc1ccccn1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_3169,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_1443,CCc1ccc(Br)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_1888,Cc1ccc(N)cc1.FC(F)(F)c1ccc(I)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_2675,Cc1ccc(N)cc1.Clc1ccccn1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_392,Cc1ccc(N)cc1.FC(F)(F)c1ccc(Br)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_2251,COc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_2734,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_1873,Cc1ccc(N)cc1.FC(F)(F)c1ccc(I)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_3933,CCc1ccc(Br)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_1129,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_568,Cc1ccc(N)cc1.Ic1cccnc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_3142,Cc1ccc(N)cc1.Ic1ccccn1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_1913,Cc1ccc(N)cc1.Clc1cccnc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_2813,Cc1ccc(N)cc1.Clc1cccnc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_1141,COc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_1383,CCc1ccc(Br)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_1542,Cc1ccc(N)cc1.FC(F)(F)c1ccc(Br)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_145,Cc1ccc(N)cc1.Clc1ccccn1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_1183,Cc1ccc(N)cc1.FC(F)(F)c1ccc(I)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_3135,COc1ccc(Br)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_3371,Cc1ccc(N)cc1.FC(F)(F)c1ccc(Cl)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_806,Cc1ccc(N)cc1.FC(F)(F)c1ccc(Cl)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_306,COc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_3766,COc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_929,COc1ccc(Cl)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_2825,Cc1ccc(N)cc1.Clc1ccccn1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_2446,COc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_2425,Cc1ccc(N)cc1.Ic1cccnc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_399,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_1428,CCc1ccc(Br)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_2078,Cc1ccc(N)cc1.Clc1cccnc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_3905,Cc1ccc(N)cc1.Clc1ccccn1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_453,Cc1ccc(N)cc1.FC(F)(F)c1ccc(I)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_1602,Cc1ccc(N)cc1.FC(F)(F)c1ccc(Br)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_1306,COc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_357,Cc1ccc(N)cc1.Ic1ccccn1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_3092,CCc1ccc(Cl)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_2069,COc1ccc(Cl)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_3549,Brc1cccnc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_232,CCc1ccc(Cl)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_3284,COc1ccc(Cl)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_773,Cc1ccc(N)cc1.Clc1cccnc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_2317,Cc1ccc(N)cc1.Ic1ccccn1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_205,Cc1ccc(N)cc1.Clc1ccccn1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_598,Cc1ccc(N)cc1.Ic1cccnc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_3744,Brc1cccnc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_2088,CCc1ccc(Br)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_2505,COc1ccc(Br)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_825,COc1ccc(Br)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_1993,Cc1ccc(N)cc1.FC(F)(F)c1ccc(I)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_997,Cc1ccc(N)cc1.Ic1ccccn1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_1351,COc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_560,COc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_250,Cc1ccc(N)cc1.Clc1ccccn1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_3369,Brc1cccnc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_2859,Brc1cccnc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_3099,Brc1cccnc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_1167,Cc1ccc(N)cc1.FC(F)(F)c1ccc(Br)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_2624,COc1ccc(Cl)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_1300,Cc1ccc(N)cc1.Ic1cccnc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_3448,Cc1ccc(N)cc1.FC(F)(F)c1ccc(I)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_2814,Brc1cccnc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_1148,Cc1ccc(N)cc1.Clc1cccnc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_1917,Cc1ccc(N)cc1.FC(F)(F)c1ccc(Br)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_2221,COc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_776,Cc1ccc(N)cc1.FC(F)(F)c1ccc(Cl)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_3143,Cc1ccc(N)cc1.Clc1cccnc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_3513,CCc1ccc(Br)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_1753,Cc1ccc(N)cc1.FC(F)(F)c1ccc(I)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_3631,COc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_761,Cc1ccc(N)cc1.FC(F)(F)c1ccc(Cl)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_2565,COc1ccc(Br)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_3022,Cc1ccc(N)cc1.Ic1ccccn1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_777,Cc1ccc(N)cc1.FC(F)(F)c1ccc(Br)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_1291,COc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_108,Cc1ccc(N)cc1.FC(F)(F)c1ccc(I)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_1805,Cc1ccc(N)cc1.Clc1ccccn1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_2775,COc1ccc(Br)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_2,Cc1ccc(N)cc1.FC(F)(F)c1ccc(Br)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_624,Cc1ccc(N)cc1.Clc1cccnc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_3682,Cc1ccc(N)cc1.Ic1ccccn1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_2362,Cc1ccc(N)cc1.Ic1ccccn1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_2220,COc1ccc(Br)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_3361,COc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_2657,CCc1ccc(Cl)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_3827,CCc1ccc(Cl)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_1732,Cc1ccc(N)cc1.Ic1ccccn1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_1842,Cc1ccc(N)cc1.FC(F)(F)c1ccc(Br)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_1084,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_3693,CCc1ccc(Br)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_199,COc1ccc(Cl)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_2699,COc1ccc(Cl)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_3784,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_1531,COc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_3808,Cc1ccc(N)cc1.FC(F)(F)c1ccc(I)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_2395,Cc1ccc(N)cc1.Ic1cccnc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_1045,Cc1ccc(N)cc1.Ic1cccnc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_2683,Cc1ccc(N)cc1.FC(F)(F)c1ccc(I)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_2025,COc1ccc(Br)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_2129,COc1ccc(Cl)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_2538,CCc1ccc(Br)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_425,COc1ccc(Br)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_2949,Brc1cccnc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_748,Cc1ccc(N)cc1.FC(F)(F)c1ccc(I)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_3190,Cc1ccc(N)cc1.Ic1cccnc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_1519,CCc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_2283,CCc1ccc(Br)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_2550,COc1ccc(Br)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_3581,Cc1ccc(N)cc1.FC(F)(F)c1ccc(Cl)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_2780,Cc1ccc(N)cc1.Clc1ccccn1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_485,COc1ccc(Br)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_434,Brc1cccnc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_2557,Cc1ccc(N)cc1.Ic1ccccn1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_677,COc1ccc(I)cc1.Cc1ccc(N)cc1
1.0,leave_one_group_out,reactant_key,Brc1ccccn1.Cc1ccc(N)cc1,train,reactions_51,COc1ccc(I)cc1.Cc1ccc(N)cc1
