evaluation_unit,seed,train_fraction,n_labeled_train,n_hidden_outer_train,n_validation,result_family,candidate_scope_mode,transfer_kind,generated_candidate_count,accepted_candidate_count,unique_accepted_identity_count,selected_candidate_count,rejected_observed_in_labeled_train,rejected_already_measured,rejected_quarantined_held_out_identity,rejected_source_identical,rejected_duplicate_synthetic,rejected_other,schema_version,candidate_scope_provenance,consults_complete_dataset,observed_identity_count,observed_identity_hash,global_identity_count,global_identity_hash,quarantine_identity_count,quarantine_identity_hash,quarantine_role,quarantine_overlap_with_observed_count
canonical-random:seed=0:fraction=0.1,0,0.1,317,2847,395,globally_unmeasured_condition_transfer,globally_unmeasured_prospective,anonymous,317,0,0,0,0,317,0,0,0,0,bh-candidate-scope-v1,explicit,True,317,e847704f637bdd3e7e7b52d3e5b7ecdaa1da912858d3b115b797f00ee85f05ac,3955,5a5e3f74e3df8a98957d7dfcbec9bfcd886ecc5518ea3c101f3bece27c30ca13,791,c64ee67c0684064b1d77a94c165ae4701550dc4a949a6393742bcf70c89db8eb,validation_or_outer_test_partition_identity,0
canonical-random:seed=0:fraction=0.1,0,0.1,317,2847,395,globally_unmeasured_condition_transfer,globally_unmeasured_prospective,typed,317,0,0,0,0,317,0,0,0,0,bh-candidate-scope-v1,explicit,True,317,e847704f637bdd3e7e7b52d3e5b7ecdaa1da912858d3b115b797f00ee85f05ac,3955,5a5e3f74e3df8a98957d7dfcbec9bfcd886ecc5518ea3c101f3bece27c30ca13,791,c64ee67c0684064b1d77a94c165ae4701550dc4a949a6393742bcf70c89db8eb,validation_or_outer_test_partition_identity,0
canonical-random:seed=1:fraction=0.01,1,0.01,32,3132,395,observed_only_condition_transfer,observed_only_low_data,anonymous,32,21,21,21,0,0,10,0,1,0,bh-candidate-scope-v1,explicit,False,32,0c897436e353384bc51882eadee97f37dd9925797eba149af829c4b6ca46a728,0,not_consulted,791,2b74918249db397d1e0a4b1a7c16d82d2770720a12266d4066613491941216ba,validation_or_outer_test_partition_identity,0
canonical-random:seed=1:fraction=0.01,1,0.01,32,3132,395,observed_only_condition_transfer,observed_only_low_data,typed,28,20,20,20,0,0,7,0,1,0,bh-candidate-scope-v1,explicit,False,32,0c897436e353384bc51882eadee97f37dd9925797eba149af829c4b6ca46a728,0,not_consulted,791,2b74918249db397d1e0a4b1a7c16d82d2770720a12266d4066613491941216ba,validation_or_outer_test_partition_identity,0
canonical-random:seed=1:fraction=0.01,1,0.01,32,3132,395,globally_unmeasured_condition_transfer,globally_unmeasured_prospective,anonymous,32,0,0,0,0,32,0,0,0,0,bh-candidate-scope-v1,explicit,True,32,0c897436e353384bc51882eadee97f37dd9925797eba149af829c4b6ca46a728,3955,5a5e3f74e3df8a98957d7dfcbec9bfcd886ecc5518ea3c101f3bece27c30ca13,791,2b74918249db397d1e0a4b1a7c16d82d2770720a12266d4066613491941216ba,validation_or_outer_test_partition_identity,0
canonical-random:seed=1:fraction=0.01,1,0.01,32,3132,395,globally_unmeasured_condition_transfer,globally_unmeasured_prospective,typed,28,0,0,0,0,28,0,0,0,0,bh-candidate-scope-v1,explicit,True,32,0c897436e353384bc51882eadee97f37dd9925797eba149af829c4b6ca46a728,3955,5a5e3f74e3df8a98957d7dfcbec9bfcd886ecc5518ea3c101f3bece27c30ca13,791,2b74918249db397d1e0a4b1a7c16d82d2770720a12266d4066613491941216ba,validation_or_outer_test_partition_identity,0
canonical-random:seed=1:fraction=0.05,1,0.05,159,3005,395,observed_only_condition_transfer,observed_only_low_data,anonymous,159,117,117,117,12,0,23,0,7,0,bh-candidate-scope-v1,explicit,False,159,43977402ccee82575872e94abf4ea123d66b0cce14adcc164a2176f84631a6ff,0,not_consulted,791,2b74918249db397d1e0a4b1a7c16d82d2770720a12266d4066613491941216ba,validation_or_outer_test_partition_identity,0
canonical-random:seed=1:fraction=0.05,1,0.05,159,3005,395,observed_only_condition_transfer,observed_only_low_data,typed,159,117,117,117,12,0,23,0,7,0,bh-candidate-scope-v1,explicit,False,159,43977402ccee82575872e94abf4ea123d66b0cce14adcc164a2176f84631a6ff,0,not_consulted,791,2b74918249db397d1e0a4b1a7c16d82d2770720a12266d4066613491941216ba,validation_or_outer_test_partition_identity,0
canonical-random:seed=1:fraction=0.05,1,0.05,159,3005,395,globally_unmeasured_condition_transfer,globally_unmeasured_prospective,anonymous,159,0,0,0,0,159,0,0,0,0,bh-candidate-scope-v1,explicit,True,159,43977402ccee82575872e94abf4ea123d66b0cce14adcc164a2176f84631a6ff,3955,5a5e3f74e3df8a98957d7dfcbec9bfcd886ecc5518ea3c101f3bece27c30ca13,791,2b74918249db397d1e0a4b1a7c16d82d2770720a12266d4066613491941216ba,validation_or_outer_test_partition_identity,0
canonical-random:seed=1:fraction=0.05,1,0.05,159,3005,395,globally_unmeasured_condition_transfer,globally_unmeasured_prospective,typed,159,0,0,0,0,159,0,0,0,0,bh-candidate-scope-v1,explicit,True,159,43977402ccee82575872e94abf4ea123d66b0cce14adcc164a2176f84631a6ff,3955,5a5e3f74e3df8a98957d7dfcbec9bfcd886ecc5518ea3c101f3bece27c30ca13,791,2b74918249db397d1e0a4b1a7c16d82d2770720a12266d4066613491941216ba,validation_or_outer_test_partition_identity,0
canonical-random:seed=1:fraction=0.1,1,0.1,317,2847,395,observed_only_condition_transfer,observed_only_low_data,anonymous,317,192,192,192,35,0,71,0,19,0,bh-candidate-scope-v1,explicit,False,317,f9a9ee095217928cfdff60a18e67eda7d83a3e23e9253ac8cdc4018d9808a3ce,0,not_consulted,791,2b74918249db397d1e0a4b1a7c16d82d2770720a12266d4066613491941216ba,validation_or_outer_test_partition_identity,0
canonical-random:seed=1:fraction=0.1,1,0.1,317,2847,395,observed_only_condition_transfer,observed_only_low_data,typed,317,196,196,196,31,0,68,0,22,0,bh-candidate-scope-v1,explicit,False,317,f9a9ee095217928cfdff60a18e67eda7d83a3e23e9253ac8cdc4018d9808a3ce,0,not_consulted,791,2b74918249db397d1e0a4b1a7c16d82d2770720a12266d4066613491941216ba,validation_or_outer_test_partition_identity,0
canonical-random:seed=1:fraction=0.1,1,0.1,317,2847,395,globally_unmeasured_condition_transfer,globally_unmeasured_prospective,anonymous,317,0,0,0,0,317,0,0,0,0,bh-candidate-scope-v1,explicit,True,317,f9a9ee095217928cfdff60a18e67eda7d83a3e23e9253ac8cdc4018d9808a3ce,3955,5a5e3f74e3df8a98957d7dfcbec9bfcd886ecc5518ea3c101f3bece27c30ca13,791,2b74918249db397d1e0a4b1a7c16d82d2770720a12266d4066613491941216ba,validation_or_outer_test_partition_identity,0
canonical-random:seed=1:fraction=0.1,1,0.1,317,2847,395,globally_unmeasured_condition_transfer,globally_unmeasured_prospective,typed,317,0,0,0,0,317,0,0,0,0,bh-candidate-scope-v1,explicit,True,317,f9a9ee095217928cfdff60a18e67eda7d83a3e23e9253ac8cdc4018d9808a3ce,3955,5a5e3f74e3df8a98957d7dfcbec9bfcd886ecc5518ea3c101f3bece27c30ca13,791,2b74918249db397d1e0a4b1a7c16d82d2770720a12266d4066613491941216ba,validation_or_outer_test_partition_identity,0
canonical-random:seed=2:fraction=0.01,2,0.01,32,3132,395,observed_only_condition_transfer,observed_only_low_data,anonymous,32,26,26,26,0,0,6,0,0,0,bh-candidate-scope-v1,explicit,False,32,3e6ed424e7e9ce05b61e4da69ddfd1657a99bd660f7bc76102cde91910e4def6,0,not_consulted,791,815a50de78e8799c2cc2d49a4d82cb45e7a5ffc8ea59a0bcf9e8005822bd02af,validation_or_outer_test_partition_identity,0
canonical-random:seed=2:fraction=0.01,2,0.01,32,3132,395,observed_only_condition_transfer,observed_only_low_data,typed,24,20,20,20,0,0,4,0,0,0,bh-candidate-scope-v1,explicit,False,32,3e6ed424e7e9ce05b61e4da69ddfd1657a99bd660f7bc76102cde91910e4def6,0,not_consulted,791,815a50de78e8799c2cc2d49a4d82cb45e7a5ffc8ea59a0bcf9e8005822bd02af,validation_or_outer_test_partition_identity,0
canonical-random:seed=2:fraction=0.01,2,0.01,32,3132,395,globally_unmeasured_condition_transfer,globally_unmeasured_prospective,anonymous,32,0,0,0,0,32,0,0,0,0,bh-candidate-scope-v1,explicit,True,32,3e6ed424e7e9ce05b61e4da69ddfd1657a99bd660f7bc76102cde91910e4def6,3955,5a5e3f74e3df8a98957d7dfcbec9bfcd886ecc5518ea3c101f3bece27c30ca13,791,815a50de78e8799c2cc2d49a4d82cb45e7a5ffc8ea59a0bcf9e8005822bd02af,validation_or_outer_test_partition_identity,0
canonical-random:seed=2:fraction=0.01,2,0.01,32,3132,395,globally_unmeasured_condition_transfer,globally_unmeasured_prospective,typed,24,0,0,0,0,24,0,0,0,0,bh-candidate-scope-v1,explicit,True,32,3e6ed424e7e9ce05b61e4da69ddfd1657a99bd660f7bc76102cde91910e4def6,3955,5a5e3f74e3df8a98957d7dfcbec9bfcd886ecc5518ea3c101f3bece27c30ca13,791,815a50de78e8799c2cc2d49a4d82cb45e7a5ffc8ea59a0bcf9e8005822bd02af,validation_or_outer_test_partition_identity,0
canonical-random:seed=2:fraction=0.05,2,0.05,159,3005,395,observed_only_condition_transfer,observed_only_low_data,anonymous,159,115,115,115,4,0,30,0,10,0,bh-candidate-scope-v1,explicit,False,159,424cf62991f0cd6263075939b4a148dd897e2e5ed9c58eb404abb6a594fb3780,0,not_consulted,791,815a50de78e8799c2cc2d49a4d82cb45e7a5ffc8ea59a0bcf9e8005822bd02af,validation_or_outer_test_partition_identity,0
canonical-random:seed=2:fraction=0.05,2,0.05,159,3005,395,observed_only_condition_transfer,observed_only_low_data,typed,156,118,118,118,2,0,25,0,11,0,bh-candidate-scope-v1,explicit,False,159,424cf62991f0cd6263075939b4a148dd897e2e5ed9c58eb404abb6a594fb3780,0,not_consulted,791,815a50de78e8799c2cc2d49a4d82cb45e7a5ffc8ea59a0bcf9e8005822bd02af,validation_or_outer_test_partition_identity,0
canonical-random:seed=2:fraction=0.05,2,0.05,159,3005,395,globally_unmeasured_condition_transfer,globally_unmeasured_prospective,anonymous,159,0,0,0,0,159,0,0,0,0,bh-candidate-scope-v1,explicit,True,159,424cf62991f0cd6263075939b4a148dd897e2e5ed9c58eb404abb6a594fb3780,3955,5a5e3f74e3df8a98957d7dfcbec9bfcd886ecc5518ea3c101f3bece27c30ca13,791,815a50de78e8799c2cc2d49a4d82cb45e7a5ffc8ea59a0bcf9e8005822bd02af,validation_or_outer_test_partition_identity,0
canonical-random:seed=2:fraction=0.05,2,0.05,159,3005,395,globally_unmeasured_condition_transfer,globally_unmeasured_prospective,typed,156,0,0,0,0,156,0,0,0,0,bh-candidate-scope-v1,explicit,True,159,424cf62991f0cd6263075939b4a148dd897e2e5ed9c58eb404abb6a594fb3780,3955,5a5e3f74e3df8a98957d7dfcbec9bfcd886ecc5518ea3c101f3bece27c30ca13,791,815a50de78e8799c2cc2d49a4d82cb45e7a5ffc8ea59a0bcf9e8005822bd02af,validation_or_outer_test_partition_identity,0
canonical-random:seed=2:fraction=0.1,2,0.1,317,2847,395,observed_only_condition_transfer,observed_only_low_data,anonymous,317,195,195,195,25,0,72,0,25,0,bh-candidate-scope-v1,explicit,False,317,354ff1f9a4e55f928466ecd4ddf0c0a20c433c27df2ce242e105eab03184b1ca,0,not_consulted,791,815a50de78e8799c2cc2d49a4d82cb45e7a5ffc8ea59a0bcf9e8005822bd02af,validation_or_outer_test_partition_identity,0
canonical-random:seed=2:fraction=0.1,2,0.1,317,2847,395,observed_only_condition_transfer,observed_only_low_data,typed,317,206,206,206,23,0,61,0,27,0,bh-candidate-scope-v1,explicit,False,317,354ff1f9a4e55f928466ecd4ddf0c0a20c433c27df2ce242e105eab03184b1ca,0,not_consulted,791,815a50de78e8799c2cc2d49a4d82cb45e7a5ffc8ea59a0bcf9e8005822bd02af,validation_or_outer_test_partition_identity,0
canonical-random:seed=2:fraction=0.1,2,0.1,317,2847,395,globally_unmeasured_condition_transfer,globally_unmeasured_prospective,anonymous,317,0,0,0,0,317,0,0,0,0,bh-candidate-scope-v1,explicit,True,317,354ff1f9a4e55f928466ecd4ddf0c0a20c433c27df2ce242e105eab03184b1ca,3955,5a5e3f74e3df8a98957d7dfcbec9bfcd886ecc5518ea3c101f3bece27c30ca13,791,815a50de78e8799c2cc2d49a4d82cb45e7a5ffc8ea59a0bcf9e8005822bd02af,validation_or_outer_test_partition_identity,0
canonical-random:seed=2:fraction=0.1,2,0.1,317,2847,395,globally_unmeasured_condition_transfer,globally_unmeasured_prospective,typed,317,0,0,0,0,317,0,0,0,0,bh-candidate-scope-v1,explicit,True,317,354ff1f9a4e55f928466ecd4ddf0c0a20c433c27df2ce242e105eab03184b1ca,3955,5a5e3f74e3df8a98957d7dfcbec9bfcd886ecc5518ea3c101f3bece27c30ca13,791,815a50de78e8799c2cc2d49a4d82cb45e7a5ffc8ea59a0bcf9e8005822bd02af,validation_or_outer_test_partition_identity,0
canonical-random:seed=3:fraction=0.01,3,0.01,32,3132,395,observed_only_condition_transfer,observed_only_low_data,anonymous,32,22,22,22,2,0,8,0,0,0,bh-candidate-scope-v1,explicit,False,32,409904b9d485549979fe53338c9515e7344ebcb618288eb242151330a2cd54a2,0,not_consulted,791,180db67763ac2a63307023f5072c050ff8b79f46b06c91d6f4b4863b6cfe2bd0,validation_or_outer_test_partition_identity,0
canonical-random:seed=3:fraction=0.01,3,0.01,32,3132,395,observed_only_condition_transfer,observed_only_low_data,typed,20,12,12,12,2,0,6,0,0,0,bh-candidate-scope-v1,explicit,False,32,409904b9d485549979fe53338c9515e7344ebcb618288eb242151330a2cd54a2,0,not_consulted,791,180db67763ac2a63307023f5072c050ff8b79f46b06c91d6f4b4863b6cfe2bd0,validation_or_outer_test_partition_identity,0
canonical-random:seed=3:fraction=0.01,3,0.01,32,3132,395,globally_unmeasured_condition_transfer,globally_unmeasured_prospective,anonymous,32,0,0,0,0,32,0,0,0,0,bh-candidate-scope-v1,explicit,True,32,409904b9d485549979fe53338c9515e7344ebcb618288eb242151330a2cd54a2,3955,5a5e3f74e3df8a98957d7dfcbec9bfcd886ecc5518ea3c101f3bece27c30ca13,791,180db67763ac2a63307023f5072c050ff8b79f46b06c91d6f4b4863b6cfe2bd0,validation_or_outer_test_partition_identity,0
canonical-random:seed=3:fraction=0.01,3,0.01,32,3132,395,globally_unmeasured_condition_transfer,globally_unmeasured_prospective,typed,20,0,0,0,0,20,0,0,0,0,bh-candidate-scope-v1,explicit,True,32,409904b9d485549979fe53338c9515e7344ebcb618288eb242151330a2cd54a2,3955,5a5e3f74e3df8a98957d7dfcbec9bfcd886ecc5518ea3c101f3bece27c30ca13,791,180db67763ac2a63307023f5072c050ff8b79f46b06c91d6f4b4863b6cfe2bd0,validation_or_outer_test_partition_identity,0
canonical-random:seed=3:fraction=0.05,3,0.05,159,3005,395,observed_only_condition_transfer,observed_only_low_data,anonymous,159,112,112,112,10,0,31,0,6,0,bh-candidate-scope-v1,explicit,False,159,1a2f69ff08459b4419374dd851e4a0573ab2ee161b101a2cabd949400602e841,0,not_consulted,791,180db67763ac2a63307023f5072c050ff8b79f46b06c91d6f4b4863b6cfe2bd0,validation_or_outer_test_partition_identity,0
canonical-random:seed=3:fraction=0.05,3,0.05,159,3005,395,observed_only_condition_transfer,observed_only_low_data,typed,159,115,115,115,8,0,29,0,7,0,bh-candidate-scope-v1,explicit,False,159,1a2f69ff08459b4419374dd851e4a0573ab2ee161b101a2cabd949400602e841,0,not_consulted,791,180db67763ac2a63307023f5072c050ff8b79f46b06c91d6f4b4863b6cfe2bd0,validation_or_outer_test_partition_identity,0
canonical-random:seed=3:fraction=0.05,3,0.05,159,3005,395,globally_unmeasured_condition_transfer,globally_unmeasured_prospective,anonymous,159,1,1,1,0,158,0,0,0,0,bh-candidate-scope-v1,explicit,True,159,1a2f69ff08459b4419374dd851e4a0573ab2ee161b101a2cabd949400602e841,3955,5a5e3f74e3df8a98957d7dfcbec9bfcd886ecc5518ea3c101f3bece27c30ca13,791,180db67763ac2a63307023f5072c050ff8b79f46b06c91d6f4b4863b6cfe2bd0,validation_or_outer_test_partition_identity,0
canonical-random:seed=3:fraction=0.05,3,0.05,159,3005,395,globally_unmeasured_condition_transfer,globally_unmeasured_prospective,typed,159,1,1,1,0,157,0,0,1,0,bh-candidate-scope-v1,explicit,True,159,1a2f69ff08459b4419374dd851e4a0573ab2ee161b101a2cabd949400602e841,3955,5a5e3f74e3df8a98957d7dfcbec9bfcd886ecc5518ea3c101f3bece27c30ca13,791,180db67763ac2a63307023f5072c050ff8b79f46b06c91d6f4b4863b6cfe2bd0,validation_or_outer_test_partition_identity,0
canonical-random:seed=3:fraction=0.1,3,0.1,317,2847,395,observed_only_condition_transfer,observed_only_low_data,anonymous,317,201,201,201,25,0,58,0,33,0,bh-candidate-scope-v1,explicit,False,317,e249d869716bceb56f6e846b7863045cca18d130fb982982b5301982ab305cb8,0,not_consulted,791,180db67763ac2a63307023f5072c050ff8b79f46b06c91d6f4b4863b6cfe2bd0,validation_or_outer_test_partition_identity,0
canonical-random:seed=3:fraction=0.1,3,0.1,317,2847,395,observed_only_condition_transfer,observed_only_low_data,typed,317,205,205,205,25,0,53,0,34,0,bh-candidate-scope-v1,explicit,False,317,e249d869716bceb56f6e846b7863045cca18d130fb982982b5301982ab305cb8,0,not_consulted,791,180db67763ac2a63307023f5072c050ff8b79f46b06c91d6f4b4863b6cfe2bd0,validation_or_outer_test_partition_identity,0
canonical-random:seed=3:fraction=0.1,3,0.1,317,2847,395,globally_unmeasured_condition_transfer,globally_unmeasured_prospective,anonymous,317,0,0,0,0,317,0,0,0,0,bh-candidate-scope-v1,explicit,True,317,e249d869716bceb56f6e846b7863045cca18d130fb982982b5301982ab305cb8,3955,5a5e3f74e3df8a98957d7dfcbec9bfcd886ecc5518ea3c101f3bece27c30ca13,791,180db67763ac2a63307023f5072c050ff8b79f46b06c91d6f4b4863b6cfe2bd0,validation_or_outer_test_partition_identity,0
canonical-random:seed=3:fraction=0.1,3,0.1,317,2847,395,globally_unmeasured_condition_transfer,globally_unmeasured_prospective,typed,317,0,0,0,0,317,0,0,0,0,bh-candidate-scope-v1,explicit,True,317,e249d869716bceb56f6e846b7863045cca18d130fb982982b5301982ab305cb8,3955,5a5e3f74e3df8a98957d7dfcbec9bfcd886ecc5518ea3c101f3bece27c30ca13,791,180db67763ac2a63307023f5072c050ff8b79f46b06c91d6f4b4863b6cfe2bd0,validation_or_outer_test_partition_identity,0
canonical-random:seed=4:fraction=0.01,4,0.01,32,3132,395,observed_only_condition_transfer,observed_only_low_data,anonymous,32,28,28,28,0,0,4,0,0,0,bh-candidate-scope-v1,explicit,False,32,e1a0cb4ad66f20a20197e8f8e9fa6e657336aef7ade338485a0305794cdac098,0,not_consulted,791,4ef8e23e8eb214f2ace4b9c1e52f69555d40ce14f2c664777bd903ebd020ec45,validation_or_outer_test_partition_identity,0
canonical-random:seed=4:fraction=0.01,4,0.01,32,3132,395,observed_only_condition_transfer,observed_only_low_data,typed,29,25,25,25,0,0,3,0,1,0,bh-candidate-scope-v1,explicit,False,32,e1a0cb4ad66f20a20197e8f8e9fa6e657336aef7ade338485a0305794cdac098,0,not_consulted,791,4ef8e23e8eb214f2ace4b9c1e52f69555d40ce14f2c664777bd903ebd020ec45,validation_or_outer_test_partition_identity,0
canonical-random:seed=4:fraction=0.01,4,0.01,32,3132,395,globally_unmeasured_condition_transfer,globally_unmeasured_prospective,anonymous,32,0,0,0,0,32,0,0,0,0,bh-candidate-scope-v1,explicit,True,32,e1a0cb4ad66f20a20197e8f8e9fa6e657336aef7ade338485a0305794cdac098,3955,5a5e3f74e3df8a98957d7dfcbec9bfcd886ecc5518ea3c101f3bece27c30ca13,791,4ef8e23e8eb214f2ace4b9c1e52f69555d40ce14f2c664777bd903ebd020ec45,validation_or_outer_test_partition_identity,0
canonical-random:seed=4:fraction=0.01,4,0.01,32,3132,395,globally_unmeasured_condition_transfer,globally_unmeasured_prospective,typed,29,0,0,0,0,29,0,0,0,0,bh-candidate-scope-v1,explicit,True,32,e1a0cb4ad66f20a20197e8f8e9fa6e657336aef7ade338485a0305794cdac098,3955,5a5e3f74e3df8a98957d7dfcbec9bfcd886ecc5518ea3c101f3bece27c30ca13,791,4ef8e23e8eb214f2ace4b9c1e52f69555d40ce14f2c664777bd903ebd020ec45,validation_or_outer_test_partition_identity,0
canonical-random:seed=4:fraction=0.05,4,0.05,159,3005,395,observed_only_condition_transfer,observed_only_low_data,anonymous,159,119,119,119,10,0,24,0,6,0,bh-candidate-scope-v1,explicit,False,159,b19ad596576795238bd31337f12c44d89b3684d773db3292c755d1721187a738,0,not_consulted,791,4ef8e23e8eb214f2ace4b9c1e52f69555d40ce14f2c664777bd903ebd020ec45,validation_or_outer_test_partition_identity,0
canonical-random:seed=4:fraction=0.05,4,0.05,159,3005,395,observed_only_condition_transfer,observed_only_low_data,typed,159,116,116,116,11,0,28,0,4,0,bh-candidate-scope-v1,explicit,False,159,b19ad596576795238bd31337f12c44d89b3684d773db3292c755d1721187a738,0,not_consulted,791,4ef8e23e8eb214f2ace4b9c1e52f69555d40ce14f2c664777bd903ebd020ec45,validation_or_outer_test_partition_identity,0
canonical-random:seed=4:fraction=0.05,4,0.05,159,3005,395,globally_unmeasured_condition_transfer,globally_unmeasured_prospective,anonymous,159,0,0,0,0,159,0,0,0,0,bh-candidate-scope-v1,explicit,True,159,b19ad596576795238bd31337f12c44d89b3684d773db3292c755d1721187a738,3955,5a5e3f74e3df8a98957d7dfcbec9bfcd886ecc5518ea3c101f3bece27c30ca13,791,4ef8e23e8eb214f2ace4b9c1e52f69555d40ce14f2c664777bd903ebd020ec45,validation_or_outer_test_partition_identity,0
canonical-random:seed=4:fraction=0.05,4,0.05,159,3005,395,globally_unmeasured_condition_transfer,globally_unmeasured_prospective,typed,159,0,0,0,0,159,0,0,0,0,bh-candidate-scope-v1,explicit,True,159,b19ad596576795238bd31337f12c44d89b3684d773db3292c755d1721187a738,3955,5a5e3f74e3df8a98957d7dfcbec9bfcd886ecc5518ea3c101f3bece27c30ca13,791,4ef8e23e8eb214f2ace4b9c1e52f69555d40ce14f2c664777bd903ebd020ec45,validation_or_outer_test_partition_identity,0
canonical-random:seed=4:fraction=0.1,4,0.1,317,2847,395,observed_only_condition_transfer,observed_only_low_data,anonymous,317,212,212,212,29,0,54,0,22,0,bh-candidate-scope-v1,explicit,False,317,b6da0e1937abcb5baefb67cbc42a076c239ddf8f2e39cc2c2df9e60f55052df3,0,not_consulted,791,4ef8e23e8eb214f2ace4b9c1e52f69555d40ce14f2c664777bd903ebd020ec45,validation_or_outer_test_partition_identity,0
