train_fraction,split_method,group_column,split,reaction_id,group_value
1.0,random,,train,reactions_1374,
1.0,random,,train,reactions_1807,
1.0,random,,train,reactions_1945,
1.0,random,,train,reactions_2338,
1.0,random,,train,reactions_136,
1.0,random,,train,reactions_1619,
1.0,random,,train,reactions_445,
1.0,random,,train,reactions_3323,
1.0,random,,train,reactions_664,
1.0,random,,train,reactions_866,
1.0,random,,train,reactions_2247,
1.0,random,,train,reactions_555,
1.0,random,,train,reactions_530,
1.0,random,,train,reactions_2593,
1.0,random,,train,reactions_2611,
1.0,random,,train,reactions_176,
1.0,random,,train,reactions_1835,
1.0,random,,train,reactions_2688,
1.0,random,,train,reactions_401,
1.0,random,,train,reactions_3378,
1.0,random,,train,reactions_2957,
1.0,random,,train,reactions_1613,
1.0,random,,train,reactions_798,
1.0,random,,train,reactions_3919,
1.0,random,,train,reactions_2018,
1.0,random,,train,reactions_1669,
1.0,random,,train,reactions_1865,
1.0,random,,train,reactions_2438,
1.0,random,,train,reactions_1666,
1.0,random,,train,reactions_615,
1.0,random,,train,reactions_1474,
1.0,random,,train,reactions_1934,
1.0,random,,train,reactions_501,
1.0,random,,train,reactions_3524,
1.0,random,,train,reactions_3700,
1.0,random,,train,reactions_69,
1.0,random,,train,reactions_1035,
1.0,random,,train,reactions_3567,
1.0,random,,train,reactions_2524,
1.0,random,,train,reactions_1006,
1.0,random,,train,reactions_1315,
1.0,random,,train,reactions_3770,
1.0,random,,train,reactions_2867,
1.0,random,,train,reactions_2954,
1.0,random,,train,reactions_513,
1.0,random,,train,reactions_51,
1.0,random,,train,reactions_1125,
1.0,random,,train,reactions_3892,
1.0,random,,train,reactions_3698,
1.0,random,,train,reactions_2129,
1.0,random,,train,reactions_1172,
1.0,random,,train,reactions_2939,
1.0,random,,train,reactions_2286,
1.0,random,,train,reactions_2233,
1.0,random,,train,reactions_3295,
1.0,random,,train,reactions_1855,
1.0,random,,train,reactions_1206,
1.0,random,,train,reactions_1899,
1.0,random,,train,reactions_2891,
1.0,random,,train,reactions_499,
1.0,random,,train,reactions_1947,
1.0,random,,train,reactions_3810,
1.0,random,,train,reactions_783,
1.0,random,,train,reactions_2405,
1.0,random,,train,reactions_2430,
1.0,random,,train,reactions_3276,
1.0,random,,train,reactions_3893,
1.0,random,,train,reactions_3317,
1.0,random,,train,reactions_304,
1.0,random,,train,reactions_1618,
1.0,random,,train,reactions_1362,
1.0,random,,train,reactions_2236,
1.0,random,,train,reactions_593,
1.0,random,,train,reactions_282,
1.0,random,,train,reactions_1189,
1.0,random,,train,reactions_49,
1.0,random,,train,reactions_1430,
1.0,random,,train,reactions_179,
1.0,random,,train,reactions_1064,
1.0,random,,train,reactions_622,
1.0,random,,train,reactions_1764,
1.0,random,,train,reactions_2692,
1.0,random,,train,reactions_3514,
1.0,random,,train,reactions_3623,
1.0,random,,train,reactions_1569,
1.0,random,,train,reactions_2073,
1.0,random,,train,reactions_1012,
1.0,random,,train,reactions_3843,
1.0,random,,train,reactions_3277,
1.0,random,,train,reactions_1176,
1.0,random,,train,reactions_2843,
1.0,random,,train,reactions_1917,
1.0,random,,train,reactions_1413,
1.0,random,,train,reactions_1452,
1.0,random,,train,reactions_2440,
1.0,random,,train,reactions_678,
1.0,random,,train,reactions_2027,
1.0,random,,train,reactions_193,
1.0,random,,train,reactions_1674,
1.0,random,,train,reactions_2369,
1.0,random,,train,reactions_2625,
1.0,random,,train,reactions_2353,
1.0,random,,train,reactions_714,
1.0,random,,train,reactions_1434,
1.0,random,,train,reactions_886,
1.0,random,,train,reactions_1491,
1.0,random,,train,reactions_3189,
1.0,random,,train,reactions_2783,
1.0,random,,train,reactions_2332,
1.0,random,,train,reactions_2508,
1.0,random,,train,reactions_1984,
1.0,random,,train,reactions_1271,
1.0,random,,train,reactions_1164,
1.0,random,,train,reactions_2658,
1.0,random,,train,reactions_2474,
1.0,random,,train,reactions_3353,
1.0,random,,train,reactions_2926,
1.0,random,,train,reactions_1431,
1.0,random,,train,reactions_919,
1.0,random,,train,reactions_378,
1.0,random,,train,reactions_3808,
1.0,random,,train,reactions_3799,
1.0,random,,train,reactions_3170,
1.0,random,,train,reactions_3741,
1.0,random,,train,reactions_515,
1.0,random,,train,reactions_958,
1.0,random,,train,reactions_3357,
1.0,random,,train,reactions_1768,
1.0,random,,train,reactions_3954,
1.0,random,,train,reactions_1797,
1.0,random,,train,reactions_3573,
1.0,random,,train,reactions_1013,
1.0,random,,train,reactions_3710,
1.0,random,,train,reactions_1022,
1.0,random,,train,reactions_2760,
1.0,random,,train,reactions_1868,
1.0,random,,train,reactions_79,
1.0,random,,train,reactions_3146,
1.0,random,,train,reactions_3134,
1.0,random,,train,reactions_3787,
1.0,random,,train,reactions_1117,
1.0,random,,train,reactions_101,
1.0,random,,train,reactions_1599,
1.0,random,,train,reactions_2020,
1.0,random,,train,reactions_511,
1.0,random,,train,reactions_1027,
1.0,random,,train,reactions_3434,
1.0,random,,train,reactions_366,
1.0,random,,train,reactions_2889,
1.0,random,,train,reactions_957,
1.0,random,,train,reactions_1920,
1.0,random,,train,reactions_1453,
1.0,random,,train,reactions_558,
1.0,random,,train,reactions_1408,
1.0,random,,train,reactions_3305,
1.0,random,,train,reactions_3102,
1.0,random,,train,reactions_3753,
1.0,random,,train,reactions_3715,
1.0,random,,train,reactions_2555,
1.0,random,,train,reactions_2727,
1.0,random,,train,reactions_3216,
1.0,random,,train,reactions_1335,
1.0,random,,train,reactions_1222,
1.0,random,,train,reactions_1504,
1.0,random,,train,reactions_3511,
1.0,random,,train,reactions_2156,
1.0,random,,train,reactions_624,
1.0,random,,train,reactions_482,
1.0,random,,train,reactions_1002,
1.0,random,,train,reactions_455,
1.0,random,,train,reactions_3825,
1.0,random,,train,reactions_2534,
1.0,random,,train,reactions_3720,
1.0,random,,train,reactions_3180,
1.0,random,,train,reactions_1419,
1.0,random,,train,reactions_1456,
1.0,random,,train,reactions_3416,
1.0,random,,train,reactions_3288,
1.0,random,,train,reactions_243,
1.0,random,,train,reactions_1679,
1.0,random,,train,reactions_864,
1.0,random,,train,reactions_232,
1.0,random,,train,reactions_3520,
1.0,random,,train,reactions_3290,
1.0,random,,train,reactions_1751,
1.0,random,,train,reactions_2876,
1.0,random,,train,reactions_322,
1.0,random,,train,reactions_2768,
1.0,random,,train,reactions_3051,
1.0,random,,train,reactions_2316,
1.0,random,,train,reactions_182,
1.0,random,,train,reactions_1136,
1.0,random,,train,reactions_784,
1.0,random,,train,reactions_1465,
1.0,random,,train,reactions_3475,
1.0,random,,train,reactions_3226,
1.0,random,,train,reactions_2944,
1.0,random,,train,reactions_3727,
1.0,random,,train,reactions_626,
1.0,random,,train,reactions_1216,
1.0,random,,train,reactions_3728,
1.0,random,,train,reactions_3497,
1.0,random,,train,reactions_1218,
1.0,random,,train,reactions_1966,
1.0,random,,train,reactions_353,
1.0,random,,train,reactions_1770,
1.0,random,,train,reactions_1786,
1.0,random,,train,reactions_2005,
1.0,random,,train,reactions_2742,
1.0,random,,train,reactions_434,
1.0,random,,train,reactions_2442,
1.0,random,,train,reactions_3672,
1.0,random,,train,reactions_109,
1.0,random,,train,reactions_3449,
1.0,random,,train,reactions_2192,
1.0,random,,train,reactions_3662,
1.0,random,,train,reactions_2484,
1.0,random,,train,reactions_3040,
1.0,random,,train,reactions_2693,
1.0,random,,train,reactions_9,
1.0,random,,train,reactions_454,
1.0,random,,train,reactions_713,
1.0,random,,train,reactions_1526,
1.0,random,,train,reactions_1896,
1.0,random,,train,reactions_2987,
1.0,random,,train,reactions_234,
1.0,random,,train,reactions_3194,
1.0,random,,train,reactions_2244,
1.0,random,,train,reactions_2322,
1.0,random,,train,reactions_2739,
1.0,random,,train,reactions_133,
1.0,random,,train,reactions_71,
1.0,random,,train,reactions_1848,
1.0,random,,train,reactions_2962,
1.0,random,,train,reactions_1334,
1.0,random,,train,reactions_2574,
1.0,random,,train,reactions_18,
1.0,random,,train,reactions_3351,
1.0,random,,train,reactions_620,
1.0,random,,train,reactions_1587,
1.0,random,,train,reactions_1699,
1.0,random,,train,reactions_3830,
1.0,random,,train,reactions_1053,
1.0,random,,train,reactions_2341,
1.0,random,,train,reactions_2984,
1.0,random,,train,reactions_1762,
1.0,random,,train,reactions_1716,
1.0,random,,train,reactions_2982,
1.0,random,,train,reactions_1285,
1.0,random,,train,reactions_3572,
1.0,random,,train,reactions_793,
1.0,random,,train,reactions_2679,
1.0,random,,train,reactions_975,
1.0,random,,train,reactions_1373,
1.0,random,,train,reactions_2427,
1.0,random,,train,reactions_2577,
1.0,random,,train,reactions_3362,
1.0,random,,train,reactions_684,
1.0,random,,train,reactions_3611,
1.0,random,,train,reactions_2747,
1.0,random,,train,reactions_3339,
1.0,random,,train,reactions_2136,
1.0,random,,train,reactions_891,
1.0,random,,train,reactions_1576,
1.0,random,,train,reactions_720,
1.0,random,,train,reactions_2805,
1.0,random,,train,reactions_789,
1.0,random,,train,reactions_2963,
1.0,random,,train,reactions_2634,
1.0,random,,train,reactions_221,
1.0,random,,train,reactions_117,
1.0,random,,train,reactions_669,
1.0,random,,train,reactions_3401,
1.0,random,,train,reactions_1330,
1.0,random,,train,reactions_2195,
1.0,random,,train,reactions_3853,
1.0,random,,train,reactions_2327,
1.0,random,,train,reactions_2090,
1.0,random,,train,reactions_333,
1.0,random,,train,reactions_3482,
1.0,random,,train,reactions_592,
1.0,random,,train,reactions_1144,
1.0,random,,train,reactions_2949,
1.0,random,,train,reactions_2813,
1.0,random,,train,reactions_425,
1.0,random,,train,reactions_1900,
1.0,random,,train,reactions_3405,
1.0,random,,train,reactions_2733,
1.0,random,,train,reactions_493,
1.0,random,,train,reactions_1436,
1.0,random,,train,reactions_2794,
1.0,random,,train,reactions_775,
1.0,random,,train,reactions_3635,
1.0,random,,train,reactions_3754,
1.0,random,,train,reactions_2418,
1.0,random,,train,reactions_3818,
1.0,random,,train,reactions_2582,
1.0,random,,train,reactions_3562,
1.0,random,,train,reactions_2824,
1.0,random,,train,reactions_1850,
1.0,random,,train,reactions_1921,
1.0,random,,train,reactions_1845,
1.0,random,,train,reactions_2294,
1.0,random,,train,reactions_2134,
1.0,random,,train,reactions_1267,
1.0,random,,train,reactions_608,
1.0,random,,train,reactions_134,
1.0,random,,train,reactions_861,
1.0,random,,train,reactions_3271,
1.0,random,,train,reactions_311,
1.0,random,,train,reactions_1477,
1.0,random,,train,reactions_1652,
1.0,random,,train,reactions_30,
1.0,random,,train,reactions_693,
1.0,random,,train,reactions_29,
1.0,random,,train,reactions_1919,
1.0,random,,train,reactions_1584,
1.0,random,,train,reactions_2516,
1.0,random,,train,reactions_2446,
1.0,random,,train,reactions_3095,
1.0,random,,train,reactions_568,
1.0,random,,train,reactions_3872,
1.0,random,,train,reactions_1651,
1.0,random,,train,reactions_724,
1.0,random,,train,reactions_1439,
1.0,random,,train,reactions_3361,
1.0,random,,train,reactions_2448,
1.0,random,,train,reactions_1693,
1.0,random,,train,reactions_3821,
1.0,random,,train,reactions_231,
1.0,random,,train,reactions_2979,
1.0,random,,train,reactions_2119,
1.0,random,,train,reactions_2787,
1.0,random,,train,reactions_3424,
1.0,random,,train,reactions_215,
1.0,random,,train,reactions_2348,
1.0,random,,train,reactions_1197,
1.0,random,,train,reactions_3017,
1.0,random,,train,reactions_3699,
1.0,random,,train,reactions_3890,
1.0,random,,train,reactions_2532,
1.0,random,,train,reactions_2913,
1.0,random,,train,reactions_893,
1.0,random,,train,reactions_3877,
1.0,random,,train,reactions_3561,
1.0,random,,train,reactions_623,
1.0,random,,train,reactions_3866,
1.0,random,,train,reactions_1904,
1.0,random,,train,reactions_2172,
1.0,random,,train,reactions_3374,
1.0,random,,train,reactions_3943,
1.0,random,,train,reactions_639,
1.0,random,,train,reactions_1495,
1.0,random,,train,reactions_523,
1.0,random,,train,reactions_1647,
1.0,random,,train,reactions_2583,
1.0,random,,train,reactions_452,
1.0,random,,train,reactions_1505,
1.0,random,,train,reactions_2363,
1.0,random,,train,reactions_1275,
1.0,random,,train,reactions_3007,
1.0,random,,train,reactions_3400,
1.0,random,,train,reactions_1552,
1.0,random,,train,reactions_323,
1.0,random,,train,reactions_3117,
1.0,random,,train,reactions_3737,
1.0,random,,train,reactions_1111,
1.0,random,,train,reactions_914,
1.0,random,,train,reactions_2955,
1.0,random,,train,reactions_878,
1.0,random,,train,reactions_1213,
1.0,random,,train,reactions_467,
1.0,random,,train,reactions_2826,
1.0,random,,train,reactions_3717,
1.0,random,,train,reactions_994,
1.0,random,,train,reactions_3855,
1.0,random,,train,reactions_3876,
1.0,random,,train,reactions_2969,
1.0,random,,train,reactions_744,
1.0,random,,train,reactions_3084,
1.0,random,,train,reactions_1307,
1.0,random,,train,reactions_3669,
1.0,random,,train,reactions_2899,
1.0,random,,train,reactions_3211,
1.0,random,,train,reactions_178,
1.0,random,,train,reactions_2685,
1.0,random,,train,reactions_2815,
1.0,random,,train,reactions_1406,
1.0,random,,train,reactions_3384,
1.0,random,,train,reactions_3540,
1.0,random,,train,reactions_2997,
1.0,random,,train,reactions_3024,
1.0,random,,train,reactions_1237,
1.0,random,,train,reactions_1510,
1.0,random,,train,reactions_250,
1.0,random,,train,reactions_382,
1.0,random,,train,reactions_2520,
1.0,random,,train,reactions_171,
1.0,random,,train,reactions_1973,
1.0,random,,train,reactions_3939,
1.0,random,,train,reactions_3899,
1.0,random,,train,reactions_2988,
1.0,random,,train,reactions_3543,
1.0,random,,train,reactions_126,
1.0,random,,train,reactions_3707,
1.0,random,,train,reactions_3541,
1.0,random,,train,reactions_3308,
1.0,random,,train,reactions_725,
1.0,random,,train,reactions_2231,
1.0,random,,train,reactions_83,
1.0,random,,train,reactions_2683,
1.0,random,,train,reactions_2880,
1.0,random,,train,reactions_3624,
1.0,random,,train,reactions_3293,
1.0,random,,train,reactions_3275,
1.0,random,,train,reactions_1049,
1.0,random,,train,reactions_2740,
1.0,random,,train,reactions_78,
1.0,random,,train,reactions_3403,
1.0,random,,train,reactions_1974,
1.0,random,,train,reactions_3693,
1.0,random,,train,reactions_17,
1.0,random,,train,reactions_3174,
1.0,random,,train,reactions_3383,
1.0,random,,train,reactions_3345,
1.0,random,,train,reactions_2074,
1.0,random,,train,reactions_1072,
1.0,random,,train,reactions_2631,
1.0,random,,train,reactions_3202,
1.0,random,,train,reactions_3743,
1.0,random,,train,reactions_3897,
1.0,random,,train,reactions_2771,
1.0,random,,train,reactions_1895,
1.0,random,,train,reactions_3833,
1.0,random,,train,reactions_3931,
1.0,random,,train,reactions_1269,
1.0,random,,train,reactions_2726,
1.0,random,,train,reactions_131,
1.0,random,,train,reactions_3948,
1.0,random,,train,reactions_294,
1.0,random,,train,reactions_2911,
1.0,random,,train,reactions_3634,
1.0,random,,train,reactions_1685,
1.0,random,,train,reactions_2533,
1.0,random,,train,reactions_3046,
1.0,random,,train,reactions_2705,
1.0,random,,train,reactions_836,
1.0,random,,train,reactions_3094,
1.0,random,,train,reactions_130,
1.0,random,,train,reactions_3052,
1.0,random,,train,reactions_3433,
1.0,random,,train,reactions_148,
1.0,random,,train,reactions_1418,
1.0,random,,train,reactions_1885,
1.0,random,,train,reactions_2180,
1.0,random,,train,reactions_2206,
1.0,random,,train,reactions_1979,
1.0,random,,train,reactions_1783,
1.0,random,,train,reactions_1278,
1.0,random,,train,reactions_2853,
1.0,random,,train,reactions_1937,
1.0,random,,train,reactions_1089,
1.0,random,,train,reactions_1258,
1.0,random,,train,reactions_2594,
1.0,random,,train,reactions_2497,
1.0,random,,train,reactions_3021,
1.0,random,,train,reactions_403,
1.0,random,,train,reactions_3110,
1.0,random,,train,reactions_3272,
1.0,random,,train,reactions_2354,
1.0,random,,train,reactions_3486,
1.0,random,,train,reactions_159,
1.0,random,,train,reactions_81,
1.0,random,,train,reactions_1954,
1.0,random,,train,reactions_3426,
1.0,random,,train,reactions_1088,
1.0,random,,train,reactions_3869,
1.0,random,,train,reactions_1084,
1.0,random,,train,reactions_3159,
1.0,random,,train,reactions_694,
1.0,random,,train,reactions_224,
1.0,random,,train,reactions_537,
1.0,random,,train,reactions_2495,
1.0,random,,train,reactions_942,
1.0,random,,train,reactions_3330,
1.0,random,,train,reactions_1715,
1.0,random,,train,reactions_1827,
1.0,random,,train,reactions_3871,
1.0,random,,train,reactions_2933,
1.0,random,,train,reactions_3512,
1.0,random,,train,reactions_2280,
1.0,random,,train,reactions_2061,
1.0,random,,train,reactions_3440,
1.0,random,,train,reactions_498,
1.0,random,,train,reactions_2162,
1.0,random,,train,reactions_1689,
1.0,random,,train,reactions_152,
1.0,random,,train,reactions_2956,
1.0,random,,train,reactions_2224,
1.0,random,,train,reactions_1989,
1.0,random,,train,reactions_3331,
1.0,random,,train,reactions_3822,
1.0,random,,train,reactions_2175,
1.0,random,,train,reactions_2564,
1.0,random,,train,reactions_2389,
1.0,random,,train,reactions_3404,
1.0,random,,train,reactions_2628,
1.0,random,,train,reactions_3246,
1.0,random,,train,reactions_3034,
1.0,random,,train,reactions_961,
1.0,random,,train,reactions_3916,
1.0,random,,train,reactions_1130,
1.0,random,,train,reactions_2235,
1.0,random,,train,reactions_1671,
1.0,random,,train,reactions_2745,
1.0,random,,train,reactions_2576,
1.0,random,,train,reactions_496,
1.0,random,,train,reactions_2689,
1.0,random,,train,reactions_2449,
1.0,random,,train,reactions_1231,
1.0,random,,train,reactions_1744,
1.0,random,,train,reactions_1412,
1.0,random,,train,reactions_1392,
1.0,random,,train,reactions_2257,
1.0,random,,train,reactions_462,
1.0,random,,train,reactions_419,
1.0,random,,train,reactions_436,
1.0,random,,train,reactions_3108,
1.0,random,,train,reactions_442,
1.0,random,,train,reactions_1705,
1.0,random,,train,reactions_3934,
1.0,random,,train,reactions_1114,
1.0,random,,train,reactions_1543,
1.0,random,,train,reactions_2437,
1.0,random,,train,reactions_3913,
1.0,random,,train,reactions_2531,
1.0,random,,train,reactions_2046,
1.0,random,,train,reactions_3867,
1.0,random,,train,reactions_286,
1.0,random,,train,reactions_3819,
1.0,random,,train,reactions_1358,
1.0,random,,train,reactions_3112,
1.0,random,,train,reactions_2429,
1.0,random,,train,reactions_373,
1.0,random,,train,reactions_3036,
1.0,random,,train,reactions_1438,
1.0,random,,train,reactions_423,
1.0,random,,train,reactions_1731,
1.0,random,,train,reactions_2201,
1.0,random,,train,reactions_5,
1.0,random,,train,reactions_1156,
1.0,random,,train,reactions_217,
1.0,random,,train,reactions_1488,
1.0,random,,train,reactions_941,
1.0,random,,train,reactions_813,
1.0,random,,train,reactions_192,
1.0,random,,train,reactions_721,
1.0,random,,train,reactions_3747,
1.0,random,,train,reactions_31,
1.0,random,,train,reactions_1346,
1.0,random,,train,reactions_1340,
1.0,random,,train,reactions_2459,
1.0,random,,train,reactions_681,
1.0,random,,train,reactions_3081,
1.0,random,,train,reactions_3098,
1.0,random,,train,reactions_673,
1.0,random,,train,reactions_934,
1.0,random,,train,reactions_710,
1.0,random,,train,reactions_3472,
1.0,random,,train,reactions_2000,
1.0,random,,train,reactions_2640,
1.0,random,,train,reactions_579,
1.0,random,,train,reactions_1261,
1.0,random,,train,reactions_3232,
1.0,random,,train,reactions_1068,
1.0,random,,train,reactions_3268,
1.0,random,,train,reactions_1313,
1.0,random,,train,reactions_2525,
1.0,random,,train,reactions_613,
1.0,random,,train,reactions_2305,
1.0,random,,train,reactions_2786,
1.0,random,,train,reactions_2,
1.0,random,,train,reactions_1520,
1.0,random,,train,reactions_1863,
1.0,random,,train,reactions_1805,
1.0,random,,train,reactions_2507,
1.0,random,,train,reactions_2665,
1.0,random,,train,reactions_1145,
1.0,random,,train,reactions_1994,
1.0,random,,train,reactions_3430,
1.0,random,,train,reactions_3880,
1.0,random,,train,reactions_1867,
1.0,random,,train,reactions_2380,
1.0,random,,train,reactions_2800,
1.0,random,,train,reactions_1065,
1.0,random,,train,reactions_186,
1.0,random,,train,reactions_3864,
1.0,random,,train,reactions_2708,
1.0,random,,train,reactions_3816,
1.0,random,,train,reactions_2173,
1.0,random,,train,reactions_2863,
1.0,random,,train,reactions_2399,
1.0,random,,train,reactions_1175,
1.0,random,,train,reactions_1223,
1.0,random,,train,reactions_1074,
1.0,random,,train,reactions_966,
1.0,random,,train,reactions_1252,
1.0,random,,train,reactions_397,
1.0,random,,train,reactions_787,
1.0,random,,train,reactions_3390,
1.0,random,,train,reactions_2553,
1.0,random,,train,reactions_3240,
1.0,random,,train,reactions_2612,
1.0,random,,train,reactions_3902,
1.0,random,,train,reactions_1728,
1.0,random,,train,reactions_3586,
1.0,random,,train,reactions_749,
1.0,random,,train,reactions_453,
1.0,random,,train,reactions_405,
1.0,random,,train,reactions_2835,
1.0,random,,train,reactions_2239,
1.0,random,,train,reactions_48,
1.0,random,,train,reactions_582,
1.0,random,,train,reactions_1703,
1.0,random,,train,reactions_885,
1.0,random,,train,reactions_2749,
1.0,random,,train,reactions_3346,
1.0,random,,train,reactions_46,
1.0,random,,train,reactions_2977,
1.0,random,,train,reactions_85,
1.0,random,,train,reactions_1070,
1.0,random,,train,reactions_1625,
1.0,random,,train,reactions_2022,
1.0,random,,train,reactions_420,
1.0,random,,train,reactions_477,
1.0,random,,train,reactions_3409,
1.0,random,,train,reactions_519,
1.0,random,,train,reactions_2152,
1.0,random,,train,reactions_2706,
1.0,random,,train,reactions_1834,
1.0,random,,train,reactions_1959,
1.0,random,,train,reactions_3492,
1.0,random,,train,reactions_780,
1.0,random,,train,reactions_874,
1.0,random,,train,reactions_1704,
1.0,random,,train,reactions_2258,
1.0,random,,train,reactions_650,
1.0,random,,train,reactions_1664,
1.0,random,,train,reactions_3739,
1.0,random,,train,reactions_416,
1.0,random,,train,reactions_610,
1.0,random,,train,reactions_2759,
1.0,random,,train,reactions_1616,
1.0,random,,train,reactions_3231,
1.0,random,,train,reactions_2920,
1.0,random,,train,reactions_3498,
1.0,random,,train,reactions_3133,
1.0,random,,train,reactions_1105,
1.0,random,,train,reactions_2731,
1.0,random,,train,reactions_2504,
1.0,random,,train,reactions_867,
1.0,random,,train,reactions_2383,
1.0,random,,train,reactions_1085,
1.0,random,,train,reactions_1146,
1.0,random,,train,reactions_2386,
1.0,random,,train,reactions_1244,
1.0,random,,train,reactions_3372,
1.0,random,,train,reactions_2647,
1.0,random,,train,reactions_417,
1.0,random,,train,reactions_1133,
1.0,random,,train,reactions_3579,
1.0,random,,train,reactions_890,
1.0,random,,train,reactions_3940,
1.0,random,,train,reactions_3062,
1.0,random,,train,reactions_1944,
1.0,random,,train,reactions_3671,
1.0,random,,train,reactions_3153,
1.0,random,,train,reactions_290,
1.0,random,,train,reactions_3453,
1.0,random,,train,reactions_1967,
1.0,random,,train,reactions_2085,
1.0,random,,train,reactions_3224,
1.0,random,,train,reactions_1790,
1.0,random,,train,reactions_283,
1.0,random,,train,reactions_769,
1.0,random,,train,reactions_655,
1.0,random,,train,reactions_687,
1.0,random,,train,reactions_3490,
1.0,random,,train,reactions_3806,
1.0,random,,train,reactions_1034,
1.0,random,,train,reactions_3070,
1.0,random,,train,reactions_2998,
1.0,random,,train,reactions_76,
1.0,random,,train,reactions_3666,
1.0,random,,train,reactions_3887,
1.0,random,,train,reactions_2185,
1.0,random,,train,reactions_2377,
1.0,random,,train,reactions_877,
1.0,random,,train,reactions_1782,
1.0,random,,train,reactions_251,
1.0,random,,train,reactions_997,
1.0,random,,train,reactions_2502,
1.0,random,,train,reactions_1306,
1.0,random,,train,reactions_3364,
1.0,random,,train,reactions_1512,
1.0,random,,train,reactions_911,
1.0,random,,train,reactions_2041,
1.0,random,,train,reactions_3920,
1.0,random,,train,reactions_632,
1.0,random,,train,reactions_3471,
1.0,random,,train,reactions_351,
1.0,random,,train,reactions_2762,
1.0,random,,train,reactions_1010,
1.0,random,,train,reactions_3352,
1.0,random,,train,reactions_2077,
1.0,random,,train,reactions_2189,
1.0,random,,train,reactions_210,
1.0,random,,train,reactions_3212,
1.0,random,,train,reactions_552,
1.0,random,,train,reactions_739,
1.0,random,,train,reactions_3411,
1.0,random,,train,reactions_1076,
1.0,random,,train,reactions_114,
1.0,random,,train,reactions_220,
1.0,random,,train,reactions_2924,
1.0,random,,train,reactions_1205,
1.0,random,,train,reactions_1890,
1.0,random,,train,reactions_1987,
1.0,random,,train,reactions_1324,
1.0,random,,train,reactions_2627,
1.0,random,,train,reactions_2478,
1.0,random,,train,reactions_1605,
1.0,random,,train,reactions_1227,
1.0,random,,train,reactions_132,
1.0,random,,train,reactions_2519,
1.0,random,,train,reactions_1326,
1.0,random,,train,reactions_3771,
1.0,random,,train,reactions_2181,
1.0,random,,train,reactions_1221,
1.0,random,,train,reactions_3531,
1.0,random,,train,reactions_2177,
1.0,random,,train,reactions_752,
1.0,random,,train,reactions_666,
1.0,random,,train,reactions_3429,
1.0,random,,train,reactions_3764,
1.0,random,,train,reactions_881,
1.0,random,,train,reactions_1161,
1.0,random,,train,reactions_1781,
1.0,random,,train,reactions_3054,
1.0,random,,train,reactions_2657,
1.0,random,,train,reactions_2645,
1.0,random,,train,reactions_1153,
