evaluation_unit,seed,train_fraction,n_labeled_train,n_hidden_outer_train,n_validation,result_family,candidate_scope_mode,transfer_kind,generated_candidate_count,accepted_candidate_count,unique_accepted_identity_count,selected_candidate_count,rejected_observed_in_labeled_train,rejected_already_measured,rejected_quarantined_held_out_identity,rejected_source_identical,rejected_duplicate_synthetic,rejected_other,schema_version,candidate_scope_provenance,consults_complete_dataset,observed_identity_count,observed_identity_hash,global_identity_count,global_identity_hash,quarantine_identity_count,quarantine_identity_hash,quarantine_role,quarantine_overlap_with_observed_count
canonical-random:seed=7:fraction=0.01,7,0.01,32,3132,395,globally_unmeasured_condition_transfer,globally_unmeasured_prospective,anonymous,32,0,0,0,0,32,0,0,0,0,bh-candidate-scope-v1,explicit,True,32,c5828c500b9a130b123f02b8da73f45e95e5af90771e979d621fddf4659e348a,3955,5a5e3f74e3df8a98957d7dfcbec9bfcd886ecc5518ea3c101f3bece27c30ca13,791,8ec649363af680f9fbd9b4d98aba4a79dfa34310e767ab5f6b4dabce1403bf8e,validation_or_outer_test_partition_identity,0
canonical-random:seed=7:fraction=0.01,7,0.01,32,3132,395,globally_unmeasured_condition_transfer,globally_unmeasured_prospective,typed,21,0,0,0,0,21,0,0,0,0,bh-candidate-scope-v1,explicit,True,32,c5828c500b9a130b123f02b8da73f45e95e5af90771e979d621fddf4659e348a,3955,5a5e3f74e3df8a98957d7dfcbec9bfcd886ecc5518ea3c101f3bece27c30ca13,791,8ec649363af680f9fbd9b4d98aba4a79dfa34310e767ab5f6b4dabce1403bf8e,validation_or_outer_test_partition_identity,0
canonical-random:seed=7:fraction=0.1,7,0.1,317,2847,395,observed_only_condition_transfer,observed_only_low_data,anonymous,317,201,201,201,25,0,61,0,30,0,bh-candidate-scope-v1,explicit,False,317,27dadcd1b2cc84e2a591c42f52a593cc94e6a834e4b37d36efcc300e5bb6e422,0,not_consulted,791,8ec649363af680f9fbd9b4d98aba4a79dfa34310e767ab5f6b4dabce1403bf8e,validation_or_outer_test_partition_identity,0
canonical-random:seed=7:fraction=0.1,7,0.1,317,2847,395,observed_only_condition_transfer,observed_only_low_data,typed,317,201,201,201,23,0,67,0,26,0,bh-candidate-scope-v1,explicit,False,317,27dadcd1b2cc84e2a591c42f52a593cc94e6a834e4b37d36efcc300e5bb6e422,0,not_consulted,791,8ec649363af680f9fbd9b4d98aba4a79dfa34310e767ab5f6b4dabce1403bf8e,validation_or_outer_test_partition_identity,0
canonical-random:seed=7:fraction=0.1,7,0.1,317,2847,395,globally_unmeasured_condition_transfer,globally_unmeasured_prospective,anonymous,317,0,0,0,0,317,0,0,0,0,bh-candidate-scope-v1,explicit,True,317,27dadcd1b2cc84e2a591c42f52a593cc94e6a834e4b37d36efcc300e5bb6e422,3955,5a5e3f74e3df8a98957d7dfcbec9bfcd886ecc5518ea3c101f3bece27c30ca13,791,8ec649363af680f9fbd9b4d98aba4a79dfa34310e767ab5f6b4dabce1403bf8e,validation_or_outer_test_partition_identity,0
canonical-random:seed=7:fraction=0.1,7,0.1,317,2847,395,globally_unmeasured_condition_transfer,globally_unmeasured_prospective,typed,317,1,1,1,0,316,0,0,0,0,bh-candidate-scope-v1,explicit,True,317,27dadcd1b2cc84e2a591c42f52a593cc94e6a834e4b37d36efcc300e5bb6e422,3955,5a5e3f74e3df8a98957d7dfcbec9bfcd886ecc5518ea3c101f3bece27c30ca13,791,8ec649363af680f9fbd9b4d98aba4a79dfa34310e767ab5f6b4dabce1403bf8e,validation_or_outer_test_partition_identity,0
canonical-random:seed=8:fraction=0.01,8,0.01,32,3132,395,observed_only_condition_transfer,observed_only_low_data,anonymous,32,27,27,27,2,0,3,0,0,0,bh-candidate-scope-v1,explicit,False,32,7f726af10cb921d595947f9bae9641f242718df58820b0a52373ad98f5195775,0,not_consulted,791,c707fb58d06bf74ff194b0a151bb8680d3e77f79388859d98639faf873af8f03,validation_or_outer_test_partition_identity,0
canonical-random:seed=8:fraction=0.01,8,0.01,32,3132,395,observed_only_condition_transfer,observed_only_low_data,typed,20,16,16,16,2,0,2,0,0,0,bh-candidate-scope-v1,explicit,False,32,7f726af10cb921d595947f9bae9641f242718df58820b0a52373ad98f5195775,0,not_consulted,791,c707fb58d06bf74ff194b0a151bb8680d3e77f79388859d98639faf873af8f03,validation_or_outer_test_partition_identity,0
canonical-random:seed=8:fraction=0.01,8,0.01,32,3132,395,globally_unmeasured_condition_transfer,globally_unmeasured_prospective,anonymous,32,0,0,0,0,32,0,0,0,0,bh-candidate-scope-v1,explicit,True,32,7f726af10cb921d595947f9bae9641f242718df58820b0a52373ad98f5195775,3955,5a5e3f74e3df8a98957d7dfcbec9bfcd886ecc5518ea3c101f3bece27c30ca13,791,c707fb58d06bf74ff194b0a151bb8680d3e77f79388859d98639faf873af8f03,validation_or_outer_test_partition_identity,0
canonical-random:seed=8:fraction=0.01,8,0.01,32,3132,395,globally_unmeasured_condition_transfer,globally_unmeasured_prospective,typed,20,0,0,0,0,20,0,0,0,0,bh-candidate-scope-v1,explicit,True,32,7f726af10cb921d595947f9bae9641f242718df58820b0a52373ad98f5195775,3955,5a5e3f74e3df8a98957d7dfcbec9bfcd886ecc5518ea3c101f3bece27c30ca13,791,c707fb58d06bf74ff194b0a151bb8680d3e77f79388859d98639faf873af8f03,validation_or_outer_test_partition_identity,0
canonical-random:seed=8:fraction=0.1,8,0.1,317,2847,395,observed_only_condition_transfer,observed_only_low_data,anonymous,317,203,203,203,29,0,53,0,32,0,bh-candidate-scope-v1,explicit,False,317,0c6b1d8dd454459c5424974730cfb55b22943536014c663707420213fac73d4c,0,not_consulted,791,c707fb58d06bf74ff194b0a151bb8680d3e77f79388859d98639faf873af8f03,validation_or_outer_test_partition_identity,0
canonical-random:seed=8:fraction=0.1,8,0.1,317,2847,395,observed_only_condition_transfer,observed_only_low_data,typed,317,202,202,202,30,0,55,0,30,0,bh-candidate-scope-v1,explicit,False,317,0c6b1d8dd454459c5424974730cfb55b22943536014c663707420213fac73d4c,0,not_consulted,791,c707fb58d06bf74ff194b0a151bb8680d3e77f79388859d98639faf873af8f03,validation_or_outer_test_partition_identity,0
canonical-random:seed=8:fraction=0.1,8,0.1,317,2847,395,globally_unmeasured_condition_transfer,globally_unmeasured_prospective,anonymous,317,0,0,0,0,317,0,0,0,0,bh-candidate-scope-v1,explicit,True,317,0c6b1d8dd454459c5424974730cfb55b22943536014c663707420213fac73d4c,3955,5a5e3f74e3df8a98957d7dfcbec9bfcd886ecc5518ea3c101f3bece27c30ca13,791,c707fb58d06bf74ff194b0a151bb8680d3e77f79388859d98639faf873af8f03,validation_or_outer_test_partition_identity,0
canonical-random:seed=8:fraction=0.1,8,0.1,317,2847,395,globally_unmeasured_condition_transfer,globally_unmeasured_prospective,typed,317,0,0,0,0,317,0,0,0,0,bh-candidate-scope-v1,explicit,True,317,0c6b1d8dd454459c5424974730cfb55b22943536014c663707420213fac73d4c,3955,5a5e3f74e3df8a98957d7dfcbec9bfcd886ecc5518ea3c101f3bece27c30ca13,791,c707fb58d06bf74ff194b0a151bb8680d3e77f79388859d98639faf873af8f03,validation_or_outer_test_partition_identity,0
canonical-random:seed=9:fraction=0.01,9,0.01,32,3132,395,observed_only_condition_transfer,observed_only_low_data,anonymous,32,24,24,24,1,0,7,0,0,0,bh-candidate-scope-v1,explicit,False,32,5593fb02eff1d4e467468c7d4a41c705b46812b7076f3251216ea6a35dacec99,0,not_consulted,791,90d0f892f980a615f6b872231d539023a5437098d89ebe9d8dab12f33c391b05,validation_or_outer_test_partition_identity,0
canonical-random:seed=9:fraction=0.01,9,0.01,32,3132,395,observed_only_condition_transfer,observed_only_low_data,typed,21,17,17,17,1,0,3,0,0,0,bh-candidate-scope-v1,explicit,False,32,5593fb02eff1d4e467468c7d4a41c705b46812b7076f3251216ea6a35dacec99,0,not_consulted,791,90d0f892f980a615f6b872231d539023a5437098d89ebe9d8dab12f33c391b05,validation_or_outer_test_partition_identity,0
canonical-random:seed=9:fraction=0.01,9,0.01,32,3132,395,globally_unmeasured_condition_transfer,globally_unmeasured_prospective,anonymous,32,0,0,0,0,32,0,0,0,0,bh-candidate-scope-v1,explicit,True,32,5593fb02eff1d4e467468c7d4a41c705b46812b7076f3251216ea6a35dacec99,3955,5a5e3f74e3df8a98957d7dfcbec9bfcd886ecc5518ea3c101f3bece27c30ca13,791,90d0f892f980a615f6b872231d539023a5437098d89ebe9d8dab12f33c391b05,validation_or_outer_test_partition_identity,0
canonical-random:seed=9:fraction=0.01,9,0.01,32,3132,395,globally_unmeasured_condition_transfer,globally_unmeasured_prospective,typed,21,0,0,0,0,21,0,0,0,0,bh-candidate-scope-v1,explicit,True,32,5593fb02eff1d4e467468c7d4a41c705b46812b7076f3251216ea6a35dacec99,3955,5a5e3f74e3df8a98957d7dfcbec9bfcd886ecc5518ea3c101f3bece27c30ca13,791,90d0f892f980a615f6b872231d539023a5437098d89ebe9d8dab12f33c391b05,validation_or_outer_test_partition_identity,0
canonical-random:seed=9:fraction=0.1,9,0.1,317,2847,395,observed_only_condition_transfer,observed_only_low_data,anonymous,317,193,193,193,29,0,67,0,28,0,bh-candidate-scope-v1,explicit,False,317,4bfeecf291999fac21231d669c99b1b13c7ad0a499b621609be02978da42d632,0,not_consulted,791,90d0f892f980a615f6b872231d539023a5437098d89ebe9d8dab12f33c391b05,validation_or_outer_test_partition_identity,0
canonical-random:seed=9:fraction=0.1,9,0.1,317,2847,395,observed_only_condition_transfer,observed_only_low_data,typed,317,191,191,191,28,0,72,0,26,0,bh-candidate-scope-v1,explicit,False,317,4bfeecf291999fac21231d669c99b1b13c7ad0a499b621609be02978da42d632,0,not_consulted,791,90d0f892f980a615f6b872231d539023a5437098d89ebe9d8dab12f33c391b05,validation_or_outer_test_partition_identity,0
canonical-random:seed=9:fraction=0.1,9,0.1,317,2847,395,globally_unmeasured_condition_transfer,globally_unmeasured_prospective,anonymous,317,1,1,1,0,316,0,0,0,0,bh-candidate-scope-v1,explicit,True,317,4bfeecf291999fac21231d669c99b1b13c7ad0a499b621609be02978da42d632,3955,5a5e3f74e3df8a98957d7dfcbec9bfcd886ecc5518ea3c101f3bece27c30ca13,791,90d0f892f980a615f6b872231d539023a5437098d89ebe9d8dab12f33c391b05,validation_or_outer_test_partition_identity,0
canonical-random:seed=9:fraction=0.1,9,0.1,317,2847,395,globally_unmeasured_condition_transfer,globally_unmeasured_prospective,typed,317,2,2,2,0,315,0,0,0,0,bh-candidate-scope-v1,explicit,True,317,4bfeecf291999fac21231d669c99b1b13c7ad0a499b621609be02978da42d632,3955,5a5e3f74e3df8a98957d7dfcbec9bfcd886ecc5518ea3c101f3bece27c30ca13,791,90d0f892f980a615f6b872231d539023a5437098d89ebe9d8dab12f33c391b05,validation_or_outer_test_partition_identity,0
canonical-random:seed=10:fraction=0.01,10,0.01,32,3132,395,observed_only_condition_transfer,observed_only_low_data,anonymous,32,23,23,23,2,0,7,0,0,0,bh-candidate-scope-v1,explicit,False,32,ee97e917156e0031a2c3eca95676089a5daed6b1f47fc2d49cf9de68133f0533,0,not_consulted,791,430ca7c2a343fda725933bcf3c9b973e5646e66d25c0b0a32b8543dd48787c54,validation_or_outer_test_partition_identity,0
canonical-random:seed=10:fraction=0.01,10,0.01,32,3132,395,observed_only_condition_transfer,observed_only_low_data,typed,25,19,19,19,2,0,4,0,0,0,bh-candidate-scope-v1,explicit,False,32,ee97e917156e0031a2c3eca95676089a5daed6b1f47fc2d49cf9de68133f0533,0,not_consulted,791,430ca7c2a343fda725933bcf3c9b973e5646e66d25c0b0a32b8543dd48787c54,validation_or_outer_test_partition_identity,0
canonical-random:seed=10:fraction=0.01,10,0.01,32,3132,395,globally_unmeasured_condition_transfer,globally_unmeasured_prospective,anonymous,32,0,0,0,0,32,0,0,0,0,bh-candidate-scope-v1,explicit,True,32,ee97e917156e0031a2c3eca95676089a5daed6b1f47fc2d49cf9de68133f0533,3955,5a5e3f74e3df8a98957d7dfcbec9bfcd886ecc5518ea3c101f3bece27c30ca13,791,430ca7c2a343fda725933bcf3c9b973e5646e66d25c0b0a32b8543dd48787c54,validation_or_outer_test_partition_identity,0
canonical-random:seed=10:fraction=0.01,10,0.01,32,3132,395,globally_unmeasured_condition_transfer,globally_unmeasured_prospective,typed,25,0,0,0,0,25,0,0,0,0,bh-candidate-scope-v1,explicit,True,32,ee97e917156e0031a2c3eca95676089a5daed6b1f47fc2d49cf9de68133f0533,3955,5a5e3f74e3df8a98957d7dfcbec9bfcd886ecc5518ea3c101f3bece27c30ca13,791,430ca7c2a343fda725933bcf3c9b973e5646e66d25c0b0a32b8543dd48787c54,validation_or_outer_test_partition_identity,0
canonical-random:seed=10:fraction=0.1,10,0.1,317,2847,395,observed_only_condition_transfer,observed_only_low_data,anonymous,317,196,196,196,26,0,63,0,32,0,bh-candidate-scope-v1,explicit,False,317,6727a2c6ae535e03c530734ab8f4ac0ea041b4771f5ac8ea421457a1bf0efead,0,not_consulted,791,430ca7c2a343fda725933bcf3c9b973e5646e66d25c0b0a32b8543dd48787c54,validation_or_outer_test_partition_identity,0
canonical-random:seed=10:fraction=0.1,10,0.1,317,2847,395,observed_only_condition_transfer,observed_only_low_data,typed,317,193,193,193,29,0,65,0,30,0,bh-candidate-scope-v1,explicit,False,317,6727a2c6ae535e03c530734ab8f4ac0ea041b4771f5ac8ea421457a1bf0efead,0,not_consulted,791,430ca7c2a343fda725933bcf3c9b973e5646e66d25c0b0a32b8543dd48787c54,validation_or_outer_test_partition_identity,0
canonical-random:seed=10:fraction=0.1,10,0.1,317,2847,395,globally_unmeasured_condition_transfer,globally_unmeasured_prospective,anonymous,317,0,0,0,0,317,0,0,0,0,bh-candidate-scope-v1,explicit,True,317,6727a2c6ae535e03c530734ab8f4ac0ea041b4771f5ac8ea421457a1bf0efead,3955,5a5e3f74e3df8a98957d7dfcbec9bfcd886ecc5518ea3c101f3bece27c30ca13,791,430ca7c2a343fda725933bcf3c9b973e5646e66d25c0b0a32b8543dd48787c54,validation_or_outer_test_partition_identity,0
canonical-random:seed=10:fraction=0.1,10,0.1,317,2847,395,globally_unmeasured_condition_transfer,globally_unmeasured_prospective,typed,317,0,0,0,0,317,0,0,0,0,bh-candidate-scope-v1,explicit,True,317,6727a2c6ae535e03c530734ab8f4ac0ea041b4771f5ac8ea421457a1bf0efead,3955,5a5e3f74e3df8a98957d7dfcbec9bfcd886ecc5518ea3c101f3bece27c30ca13,791,430ca7c2a343fda725933bcf3c9b973e5646e66d25c0b0a32b8543dd48787c54,validation_or_outer_test_partition_identity,0
canonical-random:seed=11:fraction=0.01,11,0.01,32,3132,395,observed_only_condition_transfer,observed_only_low_data,anonymous,32,25,25,25,1,0,6,0,0,0,bh-candidate-scope-v1,explicit,False,32,98b6cd8fc52c74567bd690ebb937a3d4d2e02d9e10c0ef5b3a7153b370c5d452,0,not_consulted,791,eaf5496789aec64f6dd81207f675c6721215ca22a790b9fa9ae5f19fe2b83ba7,validation_or_outer_test_partition_identity,0
canonical-random:seed=11:fraction=0.01,11,0.01,32,3132,395,observed_only_condition_transfer,observed_only_low_data,typed,25,19,19,19,1,0,5,0,0,0,bh-candidate-scope-v1,explicit,False,32,98b6cd8fc52c74567bd690ebb937a3d4d2e02d9e10c0ef5b3a7153b370c5d452,0,not_consulted,791,eaf5496789aec64f6dd81207f675c6721215ca22a790b9fa9ae5f19fe2b83ba7,validation_or_outer_test_partition_identity,0
canonical-random:seed=11:fraction=0.01,11,0.01,32,3132,395,globally_unmeasured_condition_transfer,globally_unmeasured_prospective,anonymous,32,0,0,0,0,32,0,0,0,0,bh-candidate-scope-v1,explicit,True,32,98b6cd8fc52c74567bd690ebb937a3d4d2e02d9e10c0ef5b3a7153b370c5d452,3955,5a5e3f74e3df8a98957d7dfcbec9bfcd886ecc5518ea3c101f3bece27c30ca13,791,eaf5496789aec64f6dd81207f675c6721215ca22a790b9fa9ae5f19fe2b83ba7,validation_or_outer_test_partition_identity,0
canonical-random:seed=11:fraction=0.01,11,0.01,32,3132,395,globally_unmeasured_condition_transfer,globally_unmeasured_prospective,typed,25,0,0,0,0,25,0,0,0,0,bh-candidate-scope-v1,explicit,True,32,98b6cd8fc52c74567bd690ebb937a3d4d2e02d9e10c0ef5b3a7153b370c5d452,3955,5a5e3f74e3df8a98957d7dfcbec9bfcd886ecc5518ea3c101f3bece27c30ca13,791,eaf5496789aec64f6dd81207f675c6721215ca22a790b9fa9ae5f19fe2b83ba7,validation_or_outer_test_partition_identity,0
canonical-random:seed=11:fraction=0.1,11,0.1,317,2847,395,observed_only_condition_transfer,observed_only_low_data,anonymous,317,185,185,185,36,0,67,0,29,0,bh-candidate-scope-v1,explicit,False,317,e9ffc812b1fa8e660302f8b00a1c7e3420eb055ca983bf08911289d8db8d7357,0,not_consulted,791,eaf5496789aec64f6dd81207f675c6721215ca22a790b9fa9ae5f19fe2b83ba7,validation_or_outer_test_partition_identity,0
canonical-random:seed=11:fraction=0.1,11,0.1,317,2847,395,observed_only_condition_transfer,observed_only_low_data,typed,317,184,184,184,36,0,69,0,28,0,bh-candidate-scope-v1,explicit,False,317,e9ffc812b1fa8e660302f8b00a1c7e3420eb055ca983bf08911289d8db8d7357,0,not_consulted,791,eaf5496789aec64f6dd81207f675c6721215ca22a790b9fa9ae5f19fe2b83ba7,validation_or_outer_test_partition_identity,0
canonical-random:seed=11:fraction=0.1,11,0.1,317,2847,395,globally_unmeasured_condition_transfer,globally_unmeasured_prospective,anonymous,317,0,0,0,0,317,0,0,0,0,bh-candidate-scope-v1,explicit,True,317,e9ffc812b1fa8e660302f8b00a1c7e3420eb055ca983bf08911289d8db8d7357,3955,5a5e3f74e3df8a98957d7dfcbec9bfcd886ecc5518ea3c101f3bece27c30ca13,791,eaf5496789aec64f6dd81207f675c6721215ca22a790b9fa9ae5f19fe2b83ba7,validation_or_outer_test_partition_identity,0
canonical-random:seed=11:fraction=0.1,11,0.1,317,2847,395,globally_unmeasured_condition_transfer,globally_unmeasured_prospective,typed,317,0,0,0,0,317,0,0,0,0,bh-candidate-scope-v1,explicit,True,317,e9ffc812b1fa8e660302f8b00a1c7e3420eb055ca983bf08911289d8db8d7357,3955,5a5e3f74e3df8a98957d7dfcbec9bfcd886ecc5518ea3c101f3bece27c30ca13,791,eaf5496789aec64f6dd81207f675c6721215ca22a790b9fa9ae5f19fe2b83ba7,validation_or_outer_test_partition_identity,0
canonical-random:seed=12:fraction=0.01,12,0.01,32,3132,395,observed_only_condition_transfer,observed_only_low_data,anonymous,32,27,27,27,0,0,5,0,0,0,bh-candidate-scope-v1,explicit,False,32,e91ff859276a3565402d900f46dbf0c186d48fd2de452d54bcdf30d9974efc1b,0,not_consulted,791,a1b42f0b130b25d5afa5e3c773d1ee31b8570949984c2702ef5185c1eb9e0d69,validation_or_outer_test_partition_identity,0
canonical-random:seed=12:fraction=0.01,12,0.01,32,3132,395,observed_only_condition_transfer,observed_only_low_data,typed,19,17,17,17,0,0,2,0,0,0,bh-candidate-scope-v1,explicit,False,32,e91ff859276a3565402d900f46dbf0c186d48fd2de452d54bcdf30d9974efc1b,0,not_consulted,791,a1b42f0b130b25d5afa5e3c773d1ee31b8570949984c2702ef5185c1eb9e0d69,validation_or_outer_test_partition_identity,0
canonical-random:seed=12:fraction=0.01,12,0.01,32,3132,395,globally_unmeasured_condition_transfer,globally_unmeasured_prospective,anonymous,32,0,0,0,0,32,0,0,0,0,bh-candidate-scope-v1,explicit,True,32,e91ff859276a3565402d900f46dbf0c186d48fd2de452d54bcdf30d9974efc1b,3955,5a5e3f74e3df8a98957d7dfcbec9bfcd886ecc5518ea3c101f3bece27c30ca13,791,a1b42f0b130b25d5afa5e3c773d1ee31b8570949984c2702ef5185c1eb9e0d69,validation_or_outer_test_partition_identity,0
canonical-random:seed=12:fraction=0.01,12,0.01,32,3132,395,globally_unmeasured_condition_transfer,globally_unmeasured_prospective,typed,19,0,0,0,0,19,0,0,0,0,bh-candidate-scope-v1,explicit,True,32,e91ff859276a3565402d900f46dbf0c186d48fd2de452d54bcdf30d9974efc1b,3955,5a5e3f74e3df8a98957d7dfcbec9bfcd886ecc5518ea3c101f3bece27c30ca13,791,a1b42f0b130b25d5afa5e3c773d1ee31b8570949984c2702ef5185c1eb9e0d69,validation_or_outer_test_partition_identity,0
canonical-random:seed=12:fraction=0.1,12,0.1,317,2847,395,observed_only_condition_transfer,observed_only_low_data,anonymous,317,194,194,194,29,0,74,0,20,0,bh-candidate-scope-v1,explicit,False,317,552b9d97864648c64dbf97d186759bf8ffbbf7e1433ef258b159839d68c30c71,0,not_consulted,791,a1b42f0b130b25d5afa5e3c773d1ee31b8570949984c2702ef5185c1eb9e0d69,validation_or_outer_test_partition_identity,0
canonical-random:seed=12:fraction=0.1,12,0.1,317,2847,395,observed_only_condition_transfer,observed_only_low_data,typed,317,198,198,198,30,0,67,0,22,0,bh-candidate-scope-v1,explicit,False,317,552b9d97864648c64dbf97d186759bf8ffbbf7e1433ef258b159839d68c30c71,0,not_consulted,791,a1b42f0b130b25d5afa5e3c773d1ee31b8570949984c2702ef5185c1eb9e0d69,validation_or_outer_test_partition_identity,0
canonical-random:seed=12:fraction=0.1,12,0.1,317,2847,395,globally_unmeasured_condition_transfer,globally_unmeasured_prospective,anonymous,317,0,0,0,0,317,0,0,0,0,bh-candidate-scope-v1,explicit,True,317,552b9d97864648c64dbf97d186759bf8ffbbf7e1433ef258b159839d68c30c71,3955,5a5e3f74e3df8a98957d7dfcbec9bfcd886ecc5518ea3c101f3bece27c30ca13,791,a1b42f0b130b25d5afa5e3c773d1ee31b8570949984c2702ef5185c1eb9e0d69,validation_or_outer_test_partition_identity,0
canonical-random:seed=12:fraction=0.1,12,0.1,317,2847,395,globally_unmeasured_condition_transfer,globally_unmeasured_prospective,typed,317,0,0,0,0,317,0,0,0,0,bh-candidate-scope-v1,explicit,True,317,552b9d97864648c64dbf97d186759bf8ffbbf7e1433ef258b159839d68c30c71,3955,5a5e3f74e3df8a98957d7dfcbec9bfcd886ecc5518ea3c101f3bece27c30ca13,791,a1b42f0b130b25d5afa5e3c773d1ee31b8570949984c2702ef5185c1eb9e0d69,validation_or_outer_test_partition_identity,0
