evaluation_unit,phase,pool_kind,pool_hash,parent_eligible_source_id_hash,internal_validation_source_id_hash,observed_parent_source_id_hash,parent_count,candidate_count,accepted_count,selected_count,degenerate_pool,measured_identity_key_count,measured_identity_key_hash,measured_identity_key_scope,parents_exclude_internal_validation,pool_training_source_id_hash
canonical-random:seed=10:fraction=0.2,search,anonymous,93d754feb2f734be7f2315e4a168da8f8b18b8510cde8781953b5a72cc2a0f10,94278cac68778547382b5f56eb4100b2e86924fe96eb6c99ac60ef7d7c2d94e3,f1ee012d6a8e003606a350883c09f724839a4fbb2d2d94ae8518bf622b536ec7,94278cac68778547382b5f56eb4100b2e86924fe96eb6c99ac60ef7d7c2d94e3,406,406,304,304,False,507,44ef82b1b7cb77411c2cb14cc1b25b55c0e74de2cbf63fa7db094582cb4210bf,inner_policy_fit_rows,True,94278cac68778547382b5f56eb4100b2e86924fe96eb6c99ac60ef7d7c2d94e3
canonical-random:seed=10:fraction=0.2,search,typed,c3561b3b30f5f66aa494e2f0a50a9f0b93738f3530746b38201eaac5ee1e1327,94278cac68778547382b5f56eb4100b2e86924fe96eb6c99ac60ef7d7c2d94e3,f1ee012d6a8e003606a350883c09f724839a4fbb2d2d94ae8518bf622b536ec7,94278cac68778547382b5f56eb4100b2e86924fe96eb6c99ac60ef7d7c2d94e3,406,406,304,304,False,507,44ef82b1b7cb77411c2cb14cc1b25b55c0e74de2cbf63fa7db094582cb4210bf,inner_policy_fit_rows,True,94278cac68778547382b5f56eb4100b2e86924fe96eb6c99ac60ef7d7c2d94e3
canonical-random:seed=11:fraction=0.2,search,anonymous,0ad502365275905b89899ab450010a643357dc5780a200f63208b496a67082aa,499a6fe5559e3699edf945ce89097a15b809981793edfa98c251248f51611467,a42b2f0761b00ac8d682eb69889993ca23eb68cac014bd973845cc368a339d28,499a6fe5559e3699edf945ce89097a15b809981793edfa98c251248f51611467,406,406,308,308,False,507,270a2c108e7d7fe942f4d5fe56e0d9e5f1aa3c0358bd7df23542f7a2f0d56fce,inner_policy_fit_rows,True,499a6fe5559e3699edf945ce89097a15b809981793edfa98c251248f51611467
canonical-random:seed=11:fraction=0.2,search,typed,773587a3f879fedbe5714d93ab315657edad60e48514b3d2f4bc35d7162de655,499a6fe5559e3699edf945ce89097a15b809981793edfa98c251248f51611467,a42b2f0761b00ac8d682eb69889993ca23eb68cac014bd973845cc368a339d28,499a6fe5559e3699edf945ce89097a15b809981793edfa98c251248f51611467,406,406,317,317,False,507,270a2c108e7d7fe942f4d5fe56e0d9e5f1aa3c0358bd7df23542f7a2f0d56fce,inner_policy_fit_rows,True,499a6fe5559e3699edf945ce89097a15b809981793edfa98c251248f51611467
canonical-random:seed=12:fraction=0.2,search,anonymous,7f05df9df20248930cdeb02aecbabbe80eff796e42c08bcb0a5f9ba32eec896d,9f9180bf004491af69702421b96f4f1c064c1eaf77edd35f06536b22c2e7d015,9a898a98004222ad8b503f366074e9bc85a38aad0dc17a19b98150dc2f98196d,9f9180bf004491af69702421b96f4f1c064c1eaf77edd35f06536b22c2e7d015,406,406,292,292,False,507,e47599544817b77aa4181656104fc48ccdf895035a3c88178d1a6122db6c68e4,inner_policy_fit_rows,True,9f9180bf004491af69702421b96f4f1c064c1eaf77edd35f06536b22c2e7d015
canonical-random:seed=12:fraction=0.2,search,typed,4c37b3e9013b137aa479761fed5777fbfed8a7bffe33694b91c04b6304b777c7,9f9180bf004491af69702421b96f4f1c064c1eaf77edd35f06536b22c2e7d015,9a898a98004222ad8b503f366074e9bc85a38aad0dc17a19b98150dc2f98196d,9f9180bf004491af69702421b96f4f1c064c1eaf77edd35f06536b22c2e7d015,406,406,292,292,False,507,e47599544817b77aa4181656104fc48ccdf895035a3c88178d1a6122db6c68e4,inner_policy_fit_rows,True,9f9180bf004491af69702421b96f4f1c064c1eaf77edd35f06536b22c2e7d015
canonical-random:seed=13:fraction=0.2,search,anonymous,a6e5568d5870873f74335cf24762b9d2dbad3700a514e99ad77cec4bbbc97ee5,ec667018c51a426718c61b2c8525574b64477f21d98401f66dcd4993e2ebe6ae,a1be005afcd0d7246c50a45c2b0f70f47ce72c64dfdbb67f150b3f5fea918473,ec667018c51a426718c61b2c8525574b64477f21d98401f66dcd4993e2ebe6ae,406,406,285,285,False,507,8f56398a6d043254719642e1c681a8c1ba41e8352d1dd4a4aa31130ac6d9504f,inner_policy_fit_rows,True,ec667018c51a426718c61b2c8525574b64477f21d98401f66dcd4993e2ebe6ae
canonical-random:seed=13:fraction=0.2,search,typed,2f3f2b4b53edaf2358b9c1fef5684cb38016b432dc0ef3bb660d5b124655302d,ec667018c51a426718c61b2c8525574b64477f21d98401f66dcd4993e2ebe6ae,a1be005afcd0d7246c50a45c2b0f70f47ce72c64dfdbb67f150b3f5fea918473,ec667018c51a426718c61b2c8525574b64477f21d98401f66dcd4993e2ebe6ae,406,406,280,280,False,507,8f56398a6d043254719642e1c681a8c1ba41e8352d1dd4a4aa31130ac6d9504f,inner_policy_fit_rows,True,ec667018c51a426718c61b2c8525574b64477f21d98401f66dcd4993e2ebe6ae
canonical-random:seed=14:fraction=0.2,search,anonymous,c4955a2db7eaab1d3b0487e087b549bf1a56ec2f9c39203780865b4d9c4fa7e8,c7327d3573d31d5ab3d417b18f82af31e9494b3bd2b6efa80d6e30bc4f92e66f,8e2b4fb81bb0bc14b588f9336133c96a9e203e77d644b42ccce947b621305a10,c7327d3573d31d5ab3d417b18f82af31e9494b3bd2b6efa80d6e30bc4f92e66f,406,406,299,299,False,507,d8614226071ad3544719abb4d33d6950eb31ff4f26407ca972a210c0155d0da9,inner_policy_fit_rows,True,c7327d3573d31d5ab3d417b18f82af31e9494b3bd2b6efa80d6e30bc4f92e66f
canonical-random:seed=14:fraction=0.2,search,typed,70c427aa7c0ba91ca1a98b1710e1aa7861b808ae4bd2c6109279df9cffcdadbb,c7327d3573d31d5ab3d417b18f82af31e9494b3bd2b6efa80d6e30bc4f92e66f,8e2b4fb81bb0bc14b588f9336133c96a9e203e77d644b42ccce947b621305a10,c7327d3573d31d5ab3d417b18f82af31e9494b3bd2b6efa80d6e30bc4f92e66f,406,406,302,302,False,507,d8614226071ad3544719abb4d33d6950eb31ff4f26407ca972a210c0155d0da9,inner_policy_fit_rows,True,c7327d3573d31d5ab3d417b18f82af31e9494b3bd2b6efa80d6e30bc4f92e66f
canonical-random:seed=5:fraction=0.2,placement,anonymous,e305300c444b19c537247f801ca60a2fc30c552259e2a4fe5f6c470c517e7fa1,ff050972b6bfdde4a4768c419896474ab7206bb6c73a9bd1ff7a2c9dd41f2929,50113e961d542ceb9ebd598423a85e4168dffb80ab960406432d351c803d7942,ff050972b6bfdde4a4768c419896474ab7206bb6c73a9bd1ff7a2c9dd41f2929,507,507,345,345,False,633,3ff4b8b78066519b21e18016a13bfedbd1f1205ceeb5d2504101ae0a2b2e9ffc,saved_training_rows,True,ff050972b6bfdde4a4768c419896474ab7206bb6c73a9bd1ff7a2c9dd41f2929
canonical-random:seed=5:fraction=0.2,placement,typed,96a539a413f8fc17dbc40132ca6c5147188544eb5e9a1cb6fab7cc612fea426b,ff050972b6bfdde4a4768c419896474ab7206bb6c73a9bd1ff7a2c9dd41f2929,50113e961d542ceb9ebd598423a85e4168dffb80ab960406432d351c803d7942,ff050972b6bfdde4a4768c419896474ab7206bb6c73a9bd1ff7a2c9dd41f2929,507,507,345,345,False,633,3ff4b8b78066519b21e18016a13bfedbd1f1205ceeb5d2504101ae0a2b2e9ffc,saved_training_rows,True,ff050972b6bfdde4a4768c419896474ab7206bb6c73a9bd1ff7a2c9dd41f2929
canonical-random:seed=6:fraction=0.2,placement,anonymous,9372bd9ef67232d982cacd703ffb028d226d329ad9a6b585bf2d80afe5302840,015f53de3bfda3bd425314d73962a9d970158444fb4a96361769c11ab3656bb4,637d16999ed0e3849a716dbab47702f5b16c1d5327e77c063efbe4fd4de99714,015f53de3bfda3bd425314d73962a9d970158444fb4a96361769c11ab3656bb4,507,507,357,357,False,633,fda022ca166cad1dfea66573d2a39ab55e6ac0290405e16baea299ce34e760f2,saved_training_rows,True,015f53de3bfda3bd425314d73962a9d970158444fb4a96361769c11ab3656bb4
canonical-random:seed=6:fraction=0.2,placement,typed,267252c7cb09e651baa535500258b2596f4319f0a3016202f11456864993f0c3,015f53de3bfda3bd425314d73962a9d970158444fb4a96361769c11ab3656bb4,637d16999ed0e3849a716dbab47702f5b16c1d5327e77c063efbe4fd4de99714,015f53de3bfda3bd425314d73962a9d970158444fb4a96361769c11ab3656bb4,507,507,354,354,False,633,fda022ca166cad1dfea66573d2a39ab55e6ac0290405e16baea299ce34e760f2,saved_training_rows,True,015f53de3bfda3bd425314d73962a9d970158444fb4a96361769c11ab3656bb4
canonical-random:seed=7:fraction=0.2,placement,anonymous,ead6b90f7c749f25c210769195d9b0dad2bd2b064725d499c045ba772e8d667c,c61af648e3decece9dc2ec7ae9a6235e21b913a66f6cfc5a1e111d76c8fc9e19,1bcd026bc27d28668087a507b9a853ef460bdbb55b2a3a9c50cfd6d306952cc1,c61af648e3decece9dc2ec7ae9a6235e21b913a66f6cfc5a1e111d76c8fc9e19,507,507,338,338,False,633,8a65b128d8d131d05c28b8bb07ea5caa859d9659e63853330c88dc0c1d3430b0,saved_training_rows,True,c61af648e3decece9dc2ec7ae9a6235e21b913a66f6cfc5a1e111d76c8fc9e19
canonical-random:seed=7:fraction=0.2,placement,typed,77608bedea1fd94c1c147494f30006a81f64d2943d82042c32dc60c97f35b0ba,c61af648e3decece9dc2ec7ae9a6235e21b913a66f6cfc5a1e111d76c8fc9e19,1bcd026bc27d28668087a507b9a853ef460bdbb55b2a3a9c50cfd6d306952cc1,c61af648e3decece9dc2ec7ae9a6235e21b913a66f6cfc5a1e111d76c8fc9e19,507,507,340,340,False,633,8a65b128d8d131d05c28b8bb07ea5caa859d9659e63853330c88dc0c1d3430b0,saved_training_rows,True,c61af648e3decece9dc2ec7ae9a6235e21b913a66f6cfc5a1e111d76c8fc9e19
canonical-random:seed=8:fraction=0.2,placement,anonymous,4c2d7e81e71b43edb7bb1b1d18603b59a85e50a660bf235a6e0b2e11b1ebc350,c20c000ba50525df60f3623aa6900aa1dc4e1a46b15dd4a9542e604793835eac,1d2e4dbd4a052db5ef934eb3a970c6fb1be9e774430ebd150e757b0cd1140160,c20c000ba50525df60f3623aa6900aa1dc4e1a46b15dd4a9542e604793835eac,507,507,346,346,False,633,3f14dd2fe8a195c164cf172f3f261592721a9126d67ddfb1b4d0bcf48c6b72a2,saved_training_rows,True,c20c000ba50525df60f3623aa6900aa1dc4e1a46b15dd4a9542e604793835eac
canonical-random:seed=8:fraction=0.2,placement,typed,cd9206185fa734014d911e05a2694cd0221be28bce497855c6f541aa3f1b8915,c20c000ba50525df60f3623aa6900aa1dc4e1a46b15dd4a9542e604793835eac,1d2e4dbd4a052db5ef934eb3a970c6fb1be9e774430ebd150e757b0cd1140160,c20c000ba50525df60f3623aa6900aa1dc4e1a46b15dd4a9542e604793835eac,507,507,346,346,False,633,3f14dd2fe8a195c164cf172f3f261592721a9126d67ddfb1b4d0bcf48c6b72a2,saved_training_rows,True,c20c000ba50525df60f3623aa6900aa1dc4e1a46b15dd4a9542e604793835eac
canonical-random:seed=9:fraction=0.2,placement,anonymous,4523917d9576bd1562e844053fd830ab617a32fcf31d731f72af99b2cfc39aec,c8980e42ae45d7927debde84cffdc9198eadd718bcb0ce26ccfce36948ecaa29,6dc5449ccb12955cd9fd6518036fd9fcd71e109efb8d4e486d0f1656fff41f90,c8980e42ae45d7927debde84cffdc9198eadd718bcb0ce26ccfce36948ecaa29,507,507,350,350,False,633,76dfa56f2ec7746eba94ef79ac461fc0bed18240b8b2ca24ff3982db52ed4db4,saved_training_rows,True,c8980e42ae45d7927debde84cffdc9198eadd718bcb0ce26ccfce36948ecaa29
canonical-random:seed=9:fraction=0.2,placement,typed,7e554673b215b46710e1bc2b7279dd0575307f646b56d173d0a7aec922023c75,c8980e42ae45d7927debde84cffdc9198eadd718bcb0ce26ccfce36948ecaa29,6dc5449ccb12955cd9fd6518036fd9fcd71e109efb8d4e486d0f1656fff41f90,c8980e42ae45d7927debde84cffdc9198eadd718bcb0ce26ccfce36948ecaa29,507,507,350,350,False,633,76dfa56f2ec7746eba94ef79ac461fc0bed18240b8b2ca24ff3982db52ed4db4,saved_training_rows,True,c8980e42ae45d7927debde84cffdc9198eadd718bcb0ce26ccfce36948ecaa29
canonical-random:seed=10:fraction=0.2,placement,anonymous,5550a2533ac77909c651cdd0e0fa3d66c5b6d244462e5ebb8221404021453000,74cc7330aee415d2c16647c05fb2d70982e962d58d750636cba5e6e46a70ff75,a4ac5b3a84c80d122d7ef82a146b9179678d622b39b50ed58c03667ebe74adb2,74cc7330aee415d2c16647c05fb2d70982e962d58d750636cba5e6e46a70ff75,507,507,346,346,False,633,922f16f005a552a0bda621edc58ac57d6b906471c027d92d822ac946f0b7eb50,saved_training_rows,True,74cc7330aee415d2c16647c05fb2d70982e962d58d750636cba5e6e46a70ff75
canonical-random:seed=10:fraction=0.2,placement,typed,0dadb66f88ea81a4dcb4ec760d2056e43e9e50699e9e36e7cfd04a30c42059c4,74cc7330aee415d2c16647c05fb2d70982e962d58d750636cba5e6e46a70ff75,a4ac5b3a84c80d122d7ef82a146b9179678d622b39b50ed58c03667ebe74adb2,74cc7330aee415d2c16647c05fb2d70982e962d58d750636cba5e6e46a70ff75,507,507,345,345,False,633,922f16f005a552a0bda621edc58ac57d6b906471c027d92d822ac946f0b7eb50,saved_training_rows,True,74cc7330aee415d2c16647c05fb2d70982e962d58d750636cba5e6e46a70ff75
canonical-random:seed=11:fraction=0.2,placement,anonymous,54dd6b5c8afedeee67bb88e6b58e2ba926319dbbdc6cfee0cb9acb48dad80dad,794a92cd685eede5e82840f939611ddb84ad110a4779a911f40e372becf16da0,e16aa2c9d38ea2fc98d266716130aa88d43ee7f7f672d2c2cb6ecc05eeabadda,794a92cd685eede5e82840f939611ddb84ad110a4779a911f40e372becf16da0,507,507,362,362,False,633,f673631bb0e09656f14ea51ce87ba97caaca0a14940529f8e8a40266be8cce6a,saved_training_rows,True,794a92cd685eede5e82840f939611ddb84ad110a4779a911f40e372becf16da0
canonical-random:seed=11:fraction=0.2,placement,typed,1198aa6edfe5f6acd954dd822c6a9bf4359f6d0151a79eba4258912f14f608d8,794a92cd685eede5e82840f939611ddb84ad110a4779a911f40e372becf16da0,e16aa2c9d38ea2fc98d266716130aa88d43ee7f7f672d2c2cb6ecc05eeabadda,794a92cd685eede5e82840f939611ddb84ad110a4779a911f40e372becf16da0,507,507,366,366,False,633,f673631bb0e09656f14ea51ce87ba97caaca0a14940529f8e8a40266be8cce6a,saved_training_rows,True,794a92cd685eede5e82840f939611ddb84ad110a4779a911f40e372becf16da0
canonical-random:seed=12:fraction=0.2,placement,anonymous,b0823381f75db0590d72184feb400612faa56e2cdbda0590258b91e7cda3523a,16d79cd0acfe8e07fe4eaa7d78911ec52899da24ee4e805b4e0e7abc92a322fc,5080679082c8ba3d1b2c1af81fc7388d72b9aaba0e37986ae53d05f41ddd9064,16d79cd0acfe8e07fe4eaa7d78911ec52899da24ee4e805b4e0e7abc92a322fc,507,507,341,341,False,633,b51e79a5380d75798d4f3677eec8bff4f1bb76c170cd08f4eeeb01712ebd3b4d,saved_training_rows,True,16d79cd0acfe8e07fe4eaa7d78911ec52899da24ee4e805b4e0e7abc92a322fc
canonical-random:seed=12:fraction=0.2,placement,typed,ee2589b04ab0ac454374e0df3b513c287b7e634b16a16bb7f96fd7a6a682f85a,16d79cd0acfe8e07fe4eaa7d78911ec52899da24ee4e805b4e0e7abc92a322fc,5080679082c8ba3d1b2c1af81fc7388d72b9aaba0e37986ae53d05f41ddd9064,16d79cd0acfe8e07fe4eaa7d78911ec52899da24ee4e805b4e0e7abc92a322fc,507,507,340,340,False,633,b51e79a5380d75798d4f3677eec8bff4f1bb76c170cd08f4eeeb01712ebd3b4d,saved_training_rows,True,16d79cd0acfe8e07fe4eaa7d78911ec52899da24ee4e805b4e0e7abc92a322fc
canonical-random:seed=13:fraction=0.2,placement,anonymous,a1425106992634ea048827bbaa9420da61a1f230a1903e36b4250e827a4b2ddb,b7afa07e571b5973b6de5450859bddd6ae7d8f240f3089180978b7961513733a,75705ac2bbb239c22a86ace87f07dacb1a23b382d03a374af1833dfcd73d3197,b7afa07e571b5973b6de5450859bddd6ae7d8f240f3089180978b7961513733a,507,507,335,335,False,633,c1b8a6ae2e8486431616f638cfb4f5b3918b5f0ac782bbe11a58b883f0eec04c,saved_training_rows,True,b7afa07e571b5973b6de5450859bddd6ae7d8f240f3089180978b7961513733a
canonical-random:seed=13:fraction=0.2,placement,typed,3554e01eeb97215d719e8e6745666e6f4a92e57659aed5c4c9ef8aa44990aa71,b7afa07e571b5973b6de5450859bddd6ae7d8f240f3089180978b7961513733a,75705ac2bbb239c22a86ace87f07dacb1a23b382d03a374af1833dfcd73d3197,b7afa07e571b5973b6de5450859bddd6ae7d8f240f3089180978b7961513733a,507,507,336,336,False,633,c1b8a6ae2e8486431616f638cfb4f5b3918b5f0ac782bbe11a58b883f0eec04c,saved_training_rows,True,b7afa07e571b5973b6de5450859bddd6ae7d8f240f3089180978b7961513733a
canonical-random:seed=14:fraction=0.2,placement,anonymous,74ea134c6021c2304e7c83c2aa5f36c4dc2ed4c878c7defe98aab7ed5db2b6fe,613771f0e07409667850d905ea9a1261af2c907859f3b85c9adb83bb67868fe0,4214afbb592ca45e3cb9426a17769e63d77552899150f8b5a4c37b460fb06a56,613771f0e07409667850d905ea9a1261af2c907859f3b85c9adb83bb67868fe0,507,507,350,350,False,633,6afa7fcf07b20205f13a83be6a520e6014cead9630fe383b3b8d7394ff9a3b05,saved_training_rows,True,613771f0e07409667850d905ea9a1261af2c907859f3b85c9adb83bb67868fe0
canonical-random:seed=14:fraction=0.2,placement,typed,abfe8e5353b9931719a5ce78bd696adec88024e466137114aa62c8a8321d83ec,613771f0e07409667850d905ea9a1261af2c907859f3b85c9adb83bb67868fe0,4214afbb592ca45e3cb9426a17769e63d77552899150f8b5a4c37b460fb06a56,613771f0e07409667850d905ea9a1261af2c907859f3b85c9adb83bb67868fe0,507,507,353,353,False,633,6afa7fcf07b20205f13a83be6a520e6014cead9630fe383b3b8d7394ff9a3b05,saved_training_rows,True,613771f0e07409667850d905ea9a1261af2c907859f3b85c9adb83bb67868fe0
