train_fraction,split_method,group_column,split,reaction_id,group_value
0.01,random,,valid,reactions_2654,
0.01,random,,valid,reactions_1754,
0.01,random,,valid,reactions_128,
0.01,random,,valid,reactions_1215,
0.01,random,,valid,reactions_1666,
0.01,random,,valid,reactions_3447,
0.01,random,,valid,reactions_1366,
0.01,random,,valid,reactions_3732,
0.01,random,,valid,reactions_108,
0.01,random,,valid,reactions_598,
0.01,random,,valid,reactions_3899,
0.01,random,,valid,reactions_546,
0.01,random,,valid,reactions_2993,
0.01,random,,valid,reactions_1170,
0.01,random,,valid,reactions_3782,
0.01,random,,valid,reactions_195,
0.01,random,,valid,reactions_3164,
0.01,random,,valid,reactions_2306,
0.01,random,,valid,reactions_1080,
0.01,random,,valid,reactions_3366,
0.01,random,,valid,reactions_1540,
0.01,random,,valid,reactions_3604,
0.01,random,,valid,reactions_2821,
0.01,random,,valid,reactions_2295,
0.01,random,,valid,reactions_1278,
0.01,random,,valid,reactions_2852,
0.01,random,,valid,reactions_1808,
0.01,random,,valid,reactions_3950,
0.01,random,,valid,reactions_1895,
0.01,random,,valid,reactions_3924,
0.01,random,,valid,reactions_1935,
0.01,random,,valid,reactions_2866,
0.01,random,,valid,reactions_3602,
0.01,random,,valid,reactions_359,
0.01,random,,valid,reactions_1203,
0.01,random,,valid,reactions_396,
0.01,random,,valid,reactions_3640,
0.01,random,,valid,reactions_1817,
0.01,random,,valid,reactions_987,
0.01,random,,valid,reactions_2367,
0.01,random,,valid,reactions_3701,
0.01,random,,valid,reactions_2393,
0.01,random,,valid,reactions_1696,
0.01,random,,valid,reactions_2618,
0.01,random,,valid,reactions_2812,
0.01,random,,valid,reactions_2743,
0.01,random,,valid,reactions_963,
0.01,random,,valid,reactions_1347,
0.01,random,,valid,reactions_1529,
0.01,random,,valid,reactions_461,
0.01,random,,valid,reactions_3835,
0.01,random,,valid,reactions_3177,
0.01,random,,valid,reactions_2495,
0.01,random,,valid,reactions_1507,
0.01,random,,valid,reactions_2698,
0.01,random,,valid,reactions_3252,
0.01,random,,valid,reactions_2995,
0.01,random,,valid,reactions_3830,
0.01,random,,valid,reactions_868,
0.01,random,,valid,reactions_1064,
0.01,random,,valid,reactions_1156,
0.01,random,,valid,reactions_656,
0.01,random,,valid,reactions_635,
0.01,random,,valid,reactions_3429,
0.01,random,,valid,reactions_1559,
0.01,random,,valid,reactions_3852,
0.01,random,,valid,reactions_407,
0.01,random,,valid,reactions_3848,
0.01,random,,valid,reactions_1681,
0.01,random,,valid,reactions_2797,
0.01,random,,valid,reactions_1261,
0.01,random,,valid,reactions_3592,
0.01,random,,valid,reactions_2170,
0.01,random,,valid,reactions_3045,
0.01,random,,valid,reactions_960,
0.01,random,,valid,reactions_2443,
0.01,random,,valid,reactions_1633,
0.01,random,,valid,reactions_2036,
0.01,random,,valid,reactions_1527,
0.01,random,,valid,reactions_1300,
0.01,random,,valid,reactions_1494,
0.01,random,,valid,reactions_1836,
0.01,random,,valid,reactions_1480,
0.01,random,,valid,reactions_274,
0.01,random,,valid,reactions_777,
0.01,random,,valid,reactions_496,
0.01,random,,valid,reactions_3527,
0.01,random,,valid,reactions_1915,
0.01,random,,test,reactions_3533,
0.01,random,,test,reactions_3904,
0.01,random,,test,reactions_2344,
0.01,random,,test,reactions_1155,
0.01,random,,test,reactions_1310,
0.01,random,,test,reactions_327,
0.01,random,,test,reactions_1164,
0.01,random,,test,reactions_2339,
0.01,random,,test,reactions_3435,
0.01,random,,test,reactions_1745,
0.01,random,,test,reactions_3094,
0.01,random,,test,reactions_283,
0.01,random,,test,reactions_3061,
0.01,random,,test,reactions_2267,
0.01,random,,test,reactions_566,
0.01,random,,test,reactions_1317,
0.01,random,,test,reactions_3505,
0.01,random,,test,reactions_2120,
0.01,random,,test,reactions_1998,
0.01,random,,test,reactions_3163,
0.01,random,,test,reactions_1121,
0.01,random,,test,reactions_2269,
0.01,random,,test,reactions_1475,
0.01,random,,test,reactions_1202,
0.01,random,,test,reactions_278,
0.01,random,,test,reactions_2548,
0.01,random,,test,reactions_1563,
0.01,random,,test,reactions_2264,
0.01,random,,test,reactions_796,
0.01,random,,test,reactions_2909,
0.01,random,,test,reactions_2830,
0.01,random,,test,reactions_1982,
0.01,random,,test,reactions_2271,
0.01,random,,test,reactions_910,
0.01,random,,test,reactions_3484,
0.01,random,,test,reactions_3000,
0.01,random,,test,reactions_2248,
0.01,random,,test,reactions_3004,
0.01,random,,test,reactions_1440,
0.01,random,,test,reactions_2611,
0.01,random,,test,reactions_1791,
0.01,random,,test,reactions_1682,
0.01,random,,test,reactions_48,
0.01,random,,test,reactions_1619,
0.01,random,,test,reactions_3044,
0.01,random,,test,reactions_3858,
0.01,random,,test,reactions_1763,
0.01,random,,test,reactions_2684,
0.01,random,,test,reactions_2190,
0.01,random,,test,reactions_441,
0.01,random,,test,reactions_2827,
0.01,random,,test,reactions_816,
0.01,random,,test,reactions_2551,
0.01,random,,test,reactions_1761,
0.01,random,,test,reactions_762,
0.01,random,,test,reactions_1206,
0.01,random,,test,reactions_3916,
0.01,random,,test,reactions_2042,
0.01,random,,test,reactions_1234,
0.01,random,,test,reactions_1845,
0.01,random,,test,reactions_1838,
0.01,random,,test,reactions_246,
0.01,random,,test,reactions_1417,
0.01,random,,test,reactions_831,
0.01,random,,test,reactions_775,
0.01,random,,test,reactions_314,
0.01,random,,test,reactions_3029,
0.01,random,,test,reactions_3221,
0.01,random,,test,reactions_92,
0.01,random,,test,reactions_3161,
0.01,random,,test,reactions_1795,
0.01,random,,test,reactions_2605,
0.01,random,,test,reactions_732,
0.01,random,,test,reactions_923,
0.01,random,,test,reactions_3697,
0.01,random,,test,reactions_1511,
0.01,random,,test,reactions_3139,
0.01,random,,test,reactions_311,
0.01,random,,test,reactions_2458,
0.01,random,,test,reactions_1251,
0.01,random,,test,reactions_462,
0.01,random,,test,reactions_1501,
0.01,random,,test,reactions_2490,
0.01,random,,test,reactions_2768,
0.01,random,,test,reactions_249,
0.01,random,,test,reactions_1212,
0.01,random,,test,reactions_1415,
0.01,random,,test,reactions_1160,
0.01,random,,test,reactions_118,
0.01,random,,test,reactions_1997,
0.01,random,,test,reactions_328,
0.01,random,,test,reactions_3426,
0.01,random,,test,reactions_1638,
0.01,random,,test,reactions_3921,
0.01,random,,test,reactions_3737,
0.01,random,,test,reactions_1095,
0.01,random,,test,reactions_3016,
0.01,random,,test,reactions_345,
0.01,random,,test,reactions_3348,
0.01,random,,test,reactions_2640,
0.01,random,,test,reactions_1964,
0.01,random,,test,reactions_2973,
0.01,random,,test,reactions_3889,
0.01,random,,test,reactions_2043,
0.01,random,,test,reactions_3457,
0.01,random,,test,reactions_1044,
0.01,random,,test,reactions_3492,
0.01,random,,test,reactions_1885,
0.01,random,,test,reactions_384,
0.01,random,,test,reactions_164,
0.01,random,,test,reactions_3510,
0.01,random,,test,reactions_3838,
0.01,random,,test,reactions_2659,
0.01,random,,test,reactions_57,
0.01,random,,test,reactions_1406,
0.01,random,,test,reactions_581,
0.01,random,,test,reactions_1410,
0.01,random,,test,reactions_667,
0.01,random,,test,reactions_3762,
0.01,random,,test,reactions_1703,
0.01,random,,test,reactions_931,
0.01,random,,test,reactions_1940,
0.01,random,,test,reactions_3395,
0.01,random,,test,reactions_1200,
0.01,random,,test,reactions_3036,
0.01,random,,test,reactions_3947,
0.01,random,,test,reactions_3436,
0.01,random,,test,reactions_39,
0.01,random,,test,reactions_2796,
0.01,random,,test,reactions_3058,
0.01,random,,test,reactions_3644,
0.01,random,,test,reactions_3553,
0.01,random,,test,reactions_1420,
0.01,random,,test,reactions_3805,
0.01,random,,test,reactions_1340,
0.01,random,,test,reactions_2296,
0.01,random,,test,reactions_1148,
0.01,random,,test,reactions_1122,
0.01,random,,test,reactions_2996,
0.01,random,,test,reactions_1598,
0.01,random,,test,reactions_1986,
0.01,random,,test,reactions_2735,
0.01,random,,test,reactions_3276,
0.01,random,,test,reactions_3108,
0.01,random,,test,reactions_3414,
0.01,random,,test,reactions_1902,
0.01,random,,test,reactions_1421,
0.01,random,,test,reactions_2177,
0.01,random,,test,reactions_2494,
0.01,random,,test,reactions_1061,
0.01,random,,test,reactions_1680,
0.01,random,,test,reactions_2629,
0.01,random,,test,reactions_3919,
0.01,random,,test,reactions_1709,
0.01,random,,test,reactions_2251,
0.01,random,,test,reactions_515,
0.01,random,,test,reactions_1118,
0.01,random,,test,reactions_100,
0.01,random,,test,reactions_1025,
0.01,random,,test,reactions_2292,
0.01,random,,test,reactions_3622,
0.01,random,,test,reactions_3098,
0.01,random,,test,reactions_2487,
0.01,random,,test,reactions_3187,
0.01,random,,test,reactions_474,
0.01,random,,test,reactions_881,
0.01,random,,test,reactions_802,
0.01,random,,test,reactions_1384,
0.01,random,,test,reactions_2676,
0.01,random,,test,reactions_3918,
0.01,random,,test,reactions_1596,
0.01,random,,test,reactions_2323,
0.01,random,,test,reactions_3944,
0.01,random,,test,reactions_2960,
0.01,random,,test,reactions_1936,
0.01,random,,test,reactions_861,
0.01,random,,test,reactions_1834,
0.01,random,,test,reactions_3549,
0.01,random,,test,reactions_1010,
0.01,random,,test,reactions_978,
0.01,random,,test,reactions_674,
0.01,random,,test,reactions_582,
0.01,random,,test,reactions_692,
0.01,random,,test,reactions_1604,
0.01,random,,test,reactions_2813,
0.01,random,,test,reactions_1542,
0.01,random,,test,reactions_3717,
0.01,random,,test,reactions_1006,
0.01,random,,test,reactions_1723,
0.01,random,,test,reactions_117,
0.01,random,,test,reactions_2405,
0.01,random,,test,reactions_3667,
0.01,random,,test,reactions_3477,
0.01,random,,test,reactions_1828,
0.01,random,,test,reactions_3548,
0.01,random,,test,reactions_1626,
0.01,random,,test,reactions_3744,
0.01,random,,test,reactions_2165,
0.01,random,,test,reactions_1860,
0.01,random,,test,reactions_1483,
0.01,random,,test,reactions_2998,
0.01,random,,test,reactions_2628,
0.01,random,,test,reactions_2290,
0.01,random,,test,reactions_3309,
0.01,random,,test,reactions_3147,
0.01,random,,test,reactions_1650,
0.01,random,,test,reactions_1488,
0.01,random,,test,reactions_2517,
0.01,random,,test,reactions_934,
0.01,random,,test,reactions_140,
0.01,random,,test,reactions_2508,
0.01,random,,test,reactions_1467,
0.01,random,,test,reactions_3680,
0.01,random,,test,reactions_1809,
0.01,random,,test,reactions_2642,
0.01,random,,test,reactions_137,
0.01,random,,test,reactions_2346,
0.01,random,,test,reactions_2171,
0.01,random,,test,reactions_2327,
0.01,random,,test,reactions_962,
0.01,random,,test,reactions_2022,
0.01,random,,test,reactions_116,
0.01,random,,test,reactions_904,
0.01,random,,test,reactions_3799,
0.01,random,,test,reactions_3168,
0.01,random,,test,reactions_2486,
0.01,random,,test,reactions_2906,
0.01,random,,test,reactions_3939,
0.01,random,,test,reactions_3114,
0.01,random,,test,reactions_1073,
0.01,random,,test,reactions_1188,
0.01,random,,test,reactions_139,
0.01,random,,test,reactions_2503,
0.01,random,,test,reactions_1606,
0.01,random,,test,reactions_2058,
0.01,random,,test,reactions_3130,
0.01,random,,test,reactions_3278,
0.01,random,,test,reactions_2762,
0.01,random,,test,reactions_2105,
0.01,random,,test,reactions_1961,
0.01,random,,test,reactions_303,
0.01,random,,test,reactions_2356,
0.01,random,,test,reactions_941,
0.01,random,,test,reactions_1922,
0.01,random,,test,reactions_1322,
0.01,random,,test,reactions_2189,
0.01,random,,test,reactions_3251,
0.01,random,,test,reactions_2936,
0.01,random,,test,reactions_1546,
0.01,random,,test,reactions_1042,
0.01,random,,test,reactions_2543,
0.01,random,,test,reactions_928,
0.01,random,,test,reactions_3104,
0.01,random,,test,reactions_2196,
0.01,random,,test,reactions_1705,
0.01,random,,test,reactions_878,
0.01,random,,test,reactions_2079,
0.01,random,,test,reactions_568,
0.01,random,,test,reactions_2519,
0.01,random,,test,reactions_2966,
0.01,random,,test,reactions_2563,
0.01,random,,test,reactions_2037,
0.01,random,,test,reactions_3174,
0.01,random,,test,reactions_3404,
0.01,random,,test,reactions_926,
0.01,random,,test,reactions_16,
0.01,random,,test,reactions_1481,
0.01,random,,test,reactions_2701,
0.01,random,,test,reactions_160,
0.01,random,,test,reactions_2240,
0.01,random,,test,reactions_2039,
0.01,random,,test,reactions_3183,
0.01,random,,test,reactions_1532,
0.01,random,,test,reactions_179,
0.01,random,,test,reactions_708,
0.01,random,,test,reactions_1605,
0.01,random,,test,reactions_1734,
0.01,random,,test,reactions_2303,
0.01,random,,test,reactions_3588,
0.01,random,,test,reactions_1430,
0.01,random,,test,reactions_772,
0.01,random,,test,reactions_2627,
0.01,random,,test,reactions_768,
0.01,random,,test,reactions_592,
0.01,random,,test,reactions_752,
0.01,random,,test,reactions_2035,
0.01,random,,test,reactions_3776,
0.01,random,,test,reactions_3927,
0.01,random,,test,reactions_769,
0.01,random,,test,reactions_1928,
0.01,random,,test,reactions_3388,
0.01,random,,test,reactions_2479,
0.01,random,,test,reactions_3087,
0.01,random,,test,reactions_3151,
0.01,random,,test,reactions_158,
0.01,random,,test,reactions_423,
0.01,random,,test,reactions_1927,
0.01,random,,test,reactions_3760,
0.01,random,,test,reactions_2896,
0.01,random,,test,reactions_204,
0.01,random,,test,reactions_610,
0.01,random,,test,reactions_3059,
0.01,random,,test,reactions_1115,
0.01,random,,test,reactions_2803,
0.01,random,,test,reactions_1581,
0.01,random,,test,reactions_879,
0.01,random,,test,reactions_3227,
0.01,random,,test,reactions_976,
0.01,random,,test,reactions_1383,
0.01,random,,test,reactions_3589,
0.01,random,,test,reactions_1072,
0.01,random,,test,reactions_2536,
0.01,random,,test,reactions_3072,
0.01,random,,test,reactions_3358,
0.01,random,,test,reactions_2244,
0.01,random,,test,reactions_638,
0.01,random,,test,reactions_1330,
0.01,random,,test,reactions_1084,
0.01,random,,test,reactions_1881,
0.01,random,,test,reactions_3053,
0.01,random,,test,reactions_3052,
0.01,random,,test,reactions_1883,
0.01,random,,test,reactions_2810,
0.01,random,,test,reactions_1632,
0.01,random,,test,reactions_1035,
0.01,random,,test,reactions_3066,
0.01,random,,test,reactions_3954,
0.01,random,,test,reactions_2206,
0.01,random,,test,reactions_1890,
0.01,random,,test,reactions_726,
0.01,random,,test,reactions_2811,
0.01,random,,test,reactions_551,
0.01,random,,test,reactions_2634,
0.01,random,,test,reactions_1721,
0.01,random,,test,reactions_2125,
0.01,random,,test,reactions_3384,
0.01,random,,test,reactions_351,
0.01,random,,test,reactions_418,
0.01,random,,test,reactions_1832,
0.01,random,,test,reactions_3908,
0.01,random,,test,reactions_1664,
0.01,random,,test,reactions_391,
0.01,random,,test,reactions_2869,
0.01,random,,test,reactions_2924,
0.01,random,,test,reactions_372,
0.01,random,,test,reactions_15,
0.01,random,,test,reactions_744,
0.01,random,,test,reactions_3338,
0.01,random,,test,reactions_2590,
0.01,random,,test,reactions_3390,
0.01,random,,test,reactions_360,
0.01,random,,test,reactions_763,
0.01,random,,test,reactions_1843,
0.01,random,,test,reactions_1478,
0.01,random,,test,reactions_3694,
0.01,random,,test,reactions_333,
0.01,random,,test,reactions_698,
0.01,random,,test,reactions_1908,
0.01,random,,test,reactions_2754,
0.01,random,,test,reactions_3900,
0.01,random,,test,reactions_2318,
0.01,random,,test,reactions_1577,
0.01,random,,test,reactions_2198,
0.01,random,,test,reactions_149,
0.01,random,,test,reactions_1369,
0.01,random,,test,reactions_2128,
0.01,random,,test,reactions_3745,
0.01,random,,test,reactions_3658,
0.01,random,,test,reactions_3343,
0.01,random,,test,reactions_331,
0.01,random,,test,reactions_3682,
0.01,random,,test,reactions_1328,
0.01,random,,test,reactions_849,
0.01,random,,test,reactions_2321,
0.01,random,,test,reactions_1449,
0.01,random,,test,reactions_2012,
0.01,random,,test,reactions_670,
0.01,random,,test,reactions_3081,
0.01,random,,test,reactions_256,
0.01,random,,test,reactions_819,
0.01,random,,test,reactions_1607,
